PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
ALL CARE MEDICAL CENTER LLC-MF3004-AUH,AUH,CLINIC,ABU DHABI,VILLA NO.726 DELMA STREET ; SAME BUILDING OF ALL CARE MEDICAL CENTER,02-6722758,,
ORIANA MEDICAL CENTER LLC (AJMAN) - 8045,AJM,CLINIC,AL JURF,"AL JURF INDUSTRIAL ZONE 1, AJMAN",06-5771777,,
ORIANA SPECIALITY HOSPITAL CLINICS - 7986,SHJ,CLINIC,AL GOAZ,"SHEIKH KHALID BIN KHALID AL QASIMI STREET, AL GOAZ,SHARJAH",06-5771777,,
GERMAN NEUROSCIENCE CENTER FZC-L.L.C - BUSINESS BAY,DXB,CLINIC,BUSINESS BAY,"BAY VIEW TOWER, 1701-1707, BUSINESS BAY",04-4298578,,
ADAM & EVE SPECIALIZED MEDICAL CENTRE L.L.C. BRANCH/ MF5163,AUH,CLINIC,KARAMA STREET,"BUILDING NUMBER 209, KARAMA STREET,
NEAR KAYA COSMETIC CENTRE, ABU DHABI,
ABU DHABI, UNITED ARAB EMIRATES, 32866",02-6219996,,
JADAF LIFE PHARMACY BR OF LIFE PHARMACY LLC,DXB,PHARMACY,AL JEDDAF,"RETAIL#1, RIAH TOWERS, CULTURE VILLAGE, AL JEDDAF DUBAI - UAE",04-3410008,,
HARLEY INTERNATIONAL MEDICAL CLINIC - BARSHA,DXB,CLINIC,BARSHA,"2ND FLOOR-202, AL ATTAR BUSINESS CENTRE, NEAR IBIS HOTEL, BARSHA",04-3989012,,
"MEDICLINIC HOSPITALS L.L.C ( CLINICS ) - BRANCH, REEM ISLAND (MEDICLINIC AL NOOR)",AUH,CLINIC,ABU DHABI,"ALZAWIYAH ST, AL REEM ISLAND ABU DHABI , AL REEM MALL",02-4126110,,
CLOVER BEE MEDICAL CENTRE L.L.C,DXB,CLINIC,BUR DUBAI,"SAEED THANI KHALAF AL THANI BLGD , NEAR MEDIOR HOSPITAL",04-3852500,,
CLOVER SILVER MEDICAL CENTRE L.L.C,DXB,CLINIC,MIRDIF,"MIRDIF HILLS AVENUE, SHOP NO 14 - NEXT TO CARREFOUR - MIRDIF - DUBAI",04-2590266,,
AHALIA MEDICAL CENTRE AJMAN-1000405,AJM,CLINIC,AL ITTIHAD STREET,"NEAR EMIRATES MARKET, AL ITTIHAD STREET, ASYAD TOWER",06-7497557,,
CARE POINT MEDICAL CENTER - RAK,RAK,CLINIC,AL NAKHEEL,AL NAKHEEL AREA - OPPOSITE NAEEM MALL - RAS AL KHAIMAH,07-2081222,,
"THE AMERICAN MEDICAL CLINIC, RAK (RETAJ GROUP)",RAK,CLINIC,RAS AL KHAIMAH,UAE - RAK - MINA AL ARAB RD- LAGOON WALK - BUILDING NO. 6 - GF RAK - MINA AL ARAB RD,07-2665652,,
ISHAQ BIN OMRAN MEDICAL CENTER LLC,SHJ,CLINIC,AL FALAH AREAH,"SHK SALEM AL QASSIMI STREET, AL FALAH AREAH, SHARJAH UAE",06-5180800,,
SHIFA AL JAZEERA MEDICAL CENTRE - SHARJAH,SHJ,CLINIC,SHARJAH,AL ZAHRA'A ST - AL GHARB - AL MUSALLA - SHARJAH,06-5218889,,
SHIFA AL JAZEERAH MEDICAL CENTRE LLC - RAK - BR OF AL MAHMOUD MEDICAL CENTRE,RAK,CLINIC,RAK,"M FLOOR, 12829, AL NAKHEEL,FATHIMA SUPERMARKET BUILDING, RAK.",07-2211218,,
SHIFA AL RABEE MEDICAL CENTRE,SHJ,CLINIC,MUWEILAH,"SHIFA AL RABEE MEDICAL CENTRE BUILDING,GROUND FLOOR,2609,BUS STATION ROAD,MUWAILEH INDUSTRIAL AREA COMMERCIAL SHJ .",06-5959123,,
SHIFA AL JAZEERA MEDICAL CENTRE LLC-AJMAN (SHIFA AL JASEERA GROUP),AJM,CLINIC,AJMAN,"MUHDDA BUILDING, NEAR NESTO HYPERMARKET, NEW SANAYA, IND. AREA - 2, AJMAN - U A E.",06-7444830,,
SHIFA AL JAZEERAH MEDICAL  CENTRE - L.L.C 01,AJM,CLINIC,AL JURF,"JURF 1, 397 / 3 , GROUND FLOOR, AJMAN - UAE",06-8812681,,
"KINGS COLLEGE HOSPITAL LONDON MEDICAL AND DIABETES CENTER BR OF KCH HEALTHCARE LLC, DUBAI HILLS (KINGS HEALTHCARE LLC)",DXB,CLINIC,DUBAI HILLS,"PARK HEIGHT 2, DUBAI HILLS",04-8185666,,
"KINGS COLLEGE HOSPITAL OF KCH HEALTHCARE LLC LONDON MEDICAL AND PHYSIOTHERAPY CENTRE BR OF OF KCH HEALTHCARE LLC, DUBAI HILLS (KCH HEALTHCARE LLC)",DXB,CLINIC,DUBAI HILLS,"PARK HEIGHT 2, DUBAI HILLS",04-8185666,,
"LIFE PHARMACY 44 EXPRESS CLINIC (BR OF LIFE PHARMACY L.L.C), OASIS MALL (LIFE GROUP)",DXB,CLINIC,AL QOUZ,"OASIS MALL - GROUND FLOOR, SHOP NO. 109 - AL QUOZ 1 - DUBAI",04-5610000,,
DENTIST DIRECT DS CLINIC L.L.C,DXB,CLINIC,AL BARSHA,GROUND FLOOR  SHOP G 23 I RISE TOWER  BARSHA HEIGHTS,04-4559398,,
ZEN LIFE POLY CLINIC CO. L.L.C,DXB,CLINIC,DUBAI,"AL JADAF, EMERALD JADAF METRO SHOP 3",04- 3238235,,
LIFE CLINIC 1 (BR OF LIFE CLINIC L.L.C),DXB,CLINIC,DISCOVERY GARDENS,"ZEN 4, DISCOVERY GARDENS",04 5610000,,
LIFE CLINIC LLC,DXB,CLINIC,JUMEIRAH VILLIAGE CIRCLE,"UNIT NO JV-TCM-AN-G075B, GROUND FLOOR, THE CIRCLE MALL, JVC,",04 5610000,,
LIFE CLINIC LLC BRANCH,DXB,CLINIC,SILICON OASIS,"PLOT-21-001-PALACE TOWERS 1, DUBAI SILICON OASIS, DUBAI, UAE",04 5610000,,
LIFE MEDICAL CENTRE 3 BR OF LIFE CLINIC LLC,DXB,CLINIC,AL WARQA,"RAJA AND SISTERS BANATH RASHID BUILDING, AL WARQA'A FIRST",04 5610000,,
LIFE CLINIC 2 BR OF LIFE CLINIC LLC,DXB,CLINIC,AL QUSAIS,"BIN DHAHI BUILDING , GROUND FLOOR DAMASCUS STREET AL QUSAIS. LANDMARK: NEAR DUBAI GRAND HOTEL ZIP CODE: 111389",04 5610000,,
MENA LABS MEDICAL LABORATORY LLC - ABU DHABI - MF4829,AUH,DIAGNOSTICS,ABU DHABI,"AL MAZROUI BUILDING, 2ND FLOOR, NAJDA STREET, NEAR ABU DHABI MUNICIPALITY.",02-4483699,,
"AL TAJ MEDICAL LABORATORY, ABU DHABI",AUH,DIAGNOSTICS,AL AIN,"AL FARDAN EXCHANGE BUILDING, TOWN CENTER, AL AIN, U.A.E",03-7666082,,
"PROFICIENCY SPECIALIST LABORATORIES, MUSSAFAH MF4096",AUH,DIAGNOSTICS,MUSSAFAH,MUSSAFAH SHABIYA OPPOSITE MODEL SCHOOL,02-3355171,,
THUMBAY LABS LLC - THUMBAY GROUP,AJM,DIAGNOSTICS,AL JURF,"GULF MEDICAL UNIVERSITY, AL JURF -2, UNIVERSITY STREET, AJMAN",06-7030555,,
NATIONAL REFERENCE LABORATORY LLC - DUBAI (NATIONAL REFERENCE LABORATORY LLC),DXB,DIAGNOSTICS,AL BARSHA,"DUBAI SCIENCE PARK LABORATORY COMPLEX, UM SUQEIM ROAD, AL BARSHA SOUTH 2, GROUND FLOOR NUMBER 0013",04-4402400,,
PROFICIENCY HEALTHCARE DIAGNOSTIC LABORATORIES LLC  DUBAI BR,DXB,DIAGNOSTICS,AL BARSHA 1,"410, YES BUSINESS CENTRE, AL BARSHA -1, DUBAI, UAE",04-2776162,,
EASTERN CLINICAL LABORATORIES-DUBAI,DXB,DIAGNOSTICS,AL BARSHA FIRST,"105 ELITE BUSINESS CENTER, BARSHA",04-3244512,,
AL ETIHAD DIAGNOSTIC CENTRE,DXB,DIAGNOSTICS,AL MANARA,"AL WASL ROAD, AL SAFA 2, AL MANARA JUNCTION",04-3952231,,
STAR METROPOLIS CLINICAL LABORATORIES - DUBAI (EBP WITH MEDNET CONNECT APPROVAL),DXB,DIAGNOSTICS,AL SAFA 1,"#212, MARDOOF BUILDING",04-3465268,,
AL DIYAFA MEDICAL DIAGNOSTIC CENTRE - DUBAI,DXB,DIAGNOSTICS,AL SATWA,"2ND FLOOR, FLAT # 205, SHEIKH RASHID AL MAKTOUM BUILDING ( SEDAR SHOWROOM BUILDING), 2ND DECEMBET STREET",04-3457100,,
DOW CLINICAL LABORATORY,DXB,DIAGNOSTICS,AL WASL ROAD,"APARTMENT/VILLA NUMBER: 5-10 V, SHAIKH ALMUR BIN MAKTOUM JUMA AL MAKTOUM, AL WASL ROAD",04-4571178,,
"PH DIAGNOSTICS LLC, DUBAI (EBP with MedNet connect approval)",DXB,DIAGNOSTICS,BUR DUBAI,"AL ABBAS BUILD.-1,FIRST FLOOR, NR. BURJUMAN METRO",04-3543350,,
MEGA SCAN CENTRE - DUBAI,DXB,DIAGNOSTICS,BUR DUBAI,"ATRIUM CENTRE, KHALED BIN AL-WALEED STREET, BUR DUBAI.",04-3585888,,
AL ABBAR LAB. FOR RESEARCH & MED. ANALYSIS,DXB,DIAGNOSTICS,BUR DUBAI,"KHALID BIN WALID STREET , NEXT TO BURJUMAN CENTER , NEXT UBL BUILDING",04-3592641,,
FREIBURG MEDICAL LABORATORY,DXB,DIAGNOSTICS,BUR DUBAI,"TRADE CENTER ROAD, AL KIFAF COMMERCIAL BLDG",04-3962227,,
BIOSYTECH MEDICAL LABORATORY,DXB,DIAGNOSTICS,BUR DUBAI,"TRADE CENTER ROAD, TRADE CENTRE RD., BIN HAM BLDG.",04-3528283,,
MEDINOVA DIAGNOSTIC CENTRE,DXB,DIAGNOSTICS,BUSINESS BAY,"ASTER JUBILEE COMPLEX, KHALID BIN AL WALEED ROAD",04-3936396,,
AL BORG LABORATORY,DXB,DIAGNOSTICS,DEIRA,"ABU BAKER AL SEDICQUE, AL MAJID BLDG",04-2975566,,
"ASTER IMAGING CENTRE, AL MUTEENA (DM HEALTHCARE)",DXB,DIAGNOSTICS,DEIRA,"AL GHURAIR REAL ESTATE BUILDING, GROUND FLOOR, SHOP NO. 4, AL MUTEENA STREET, DEIRA.",04-2532900,,
ADVANCED DIAGNOSTIC CENTER LLC - DUBAI,DXB,DIAGNOSTICS,DEIRA,"HAMARAIN SHOPPING CENTER, ABU BAKER AL SIDDIQUE ROAD, DEIRA.",04-3203883,,
DUBAI MEDICAL LABORATORY,DXB,DIAGNOSTICS,DEIRA,"MAKTOUM STREET , DUBAI TOWER 2ND FLR. FLAT # 209",04-2213166,,
PREMIER DIAGNOSTIC CENTRE,DXB,DIAGNOSTICS,DEIRA,"SALAHUDIN STREET,",04-2208899,,
MEDLAB ANALYTIK DUBAI,DXB,DIAGNOSTICS,DUBAI HEALTHCARE CITY,"DUBAI HEALTHCARE CITY, IBN SINA BLDG 27",04-3622960,,
YORK DIAGNOSTIC LABORATORY,DXB,DIAGNOSTICS,JUMEIRAH LAKE TOWER,"INDIGO TOWER, CLUSTER D, OFFICE 509 - 510",04-4327470,,
BIOHEALTH DIAGNOSTIC CENTER - DUBAI,DXB,DIAGNOSTICS,KARAMA,"ZABEEL BLDG, UMM HURRAIR, KARAMA, DUBAI",04-3885828,,
NEUBERG DIAGNOSTICS MIDDLE EAST LLC,DXB,DIAGNOSTICS,KARAMA,"ZABEEL ROAD, NEAR KARAMA GPO , UMM HURAIR BUILDING",04-3343727,,
"TRUST MEDICAL LABORATORY, MAMZAR",DXB,DIAGNOSTICS,MAMZAR,"AL MAMZAR- AL WAHIDA STREET, DIB BUILDING",04-2398766,,
"HISTOPATHOLOGY AND SPECIALTY LABORATORY, DXB- MEDSOL",DXB,DIAGNOSTICS,RIGGA,"LEVEL 2 RIGGA BUSINESS CENTER, RIGGA",04-2309275,,
RESONANCE IMAGING AND DIAGNOSTIC CENTER,DXB,DIAGNOSTICS,UMM SUQEIM,"VILLA 1204 AL WASL ROAD, AL WASL ROAD, VILLA 1204, UMM SUQEIM 2",04-2295550,,
EMIRATES SPECIALIZED LABORATORY,DXB,DIAGNOSTICS,UMM SUQUIM 2,"VILLA, AL WASL ROAD",04-3486645,,
ADVANCED MEDICARE LABS,RAK,DIAGNOSTICS,AL NAKHEEL,"AL MONTASSER ROAD, DUBAI ISLAMIC BANK BLDG #103",07-2286000,,
RAK BIOTECH MEDICAL LAB LLC,RAK,DIAGNOSTICS,RAS AL KHAIMAH,"AL QAWASIM CORNICHE,",07-2338872,,
AL DURRAH RADILOLOGY CENTER,SHJ,DIAGNOSTICS,BUHAIRA CORNICHE,"AL DURRAH TOWER, NEXT TO AL BUHAIRA POLICE STATION, 1 FLOOR, F4-11, BUHAIRA CORNICHE",06-5569888,,
MENA LABS MEDICAL LABORATORY (PREV KNOWN AS UNIVERSAL MEDICAL LABORATORY) SHARJAH,SHJ,DIAGNOSTICS,BUHAIRA CORNICHE,"BEL-RESHEED TOWER 1, 4TH FLOOR, ROOM 403,AL BUHAIRA  SAME BUILDING WITH NMC HOSPITAL",06-5754979,,
ELM AL AMRHDH MEDICAL LABORATORY LLC,SHJ,DIAGNOSTICS,BUHAIRAH CORNICHE,"601, CRESCENT TOWER, BUHAIRAH CORNICHE",06-5454801,,
"ASTER DIAGNOSTIC CENTER, MEGA MALL (DM HEALTHCARE)",SHJ,DIAGNOSTICS,MEGA MALL,"ABDULLAH AHMED ABDUL RAHMAN BUILDING, GROUND FLOOR, SHOP NO 1 -3, BEHIND MEGA MALL, BEHIND KING ABDULAZIZ STREET.",06-5973300,,
MODERN MEDICAL LABORATORIES,SHJ,DIAGNOSTICS,ROLLA,"ROLLA SQUARE, FLAT #201 AL KHUDRA BUILDING",06-5659961,,
TEXAS MEDICAL LAB,SHJ,DIAGNOSTICS,SAMNAN AREA,"FIRST FLOOR, AL WASIT STREET",06-5622988,,
AL SAFWA RADIOLOGY CENTER,SHJ,DIAGNOSTICS,SHARJAH,"3RD FLOOR, CG MALL, KING FAISAL STREET, AL MARZOUKI TOWER",06-5288110,,
MEDIPLUS DISGNOSTIC CENTRE,SHJ,DIAGNOSTICS,SHARJAH,"AL AROOBA STREET, FLAT 303 MUBARAK CENTRE",06-5634347,,
BIOTECH MEDICAL LAB,SHJ,DIAGNOSTICS,SHARJAH,"AL TAAWUN AREA,",06-5309997,,
AL BURJ MEDICAL LAB SHARJAH,SHJ,DIAGNOSTICS,SHARJAH,"CRYSTAL PLAZA TOWER C, 3RD FLOOR - 304 RM, KING FAISAL ROAD",06-5752100,,
PROFICIENCY HEALTHCARE DIAGNOSTIC LABORATORIES LLC-BRANCH-MF4012 (BR OF ANGLO ARABIAN),AUH,DIAGNOSTICS,ABU DHABI,"M2 ETIHAD BLDG. ZAYED BIN SULTAN ST. (MAIN ST) BESIDE ADNOC STATION, NEAR THE CLOCK TOWER JUNCTION, AL AIN, UAE.",03-7660992;,,
LIFENITY INTERNATIONAL CLINICAL LABORATORY  LLC - DUBAI,DXB,DIAGNOSTICS,BARSHA 1,"104-05, LEVEL 01,ELITE BUSINESS CENTER,AL BARSHA 1, DUBAI",04-5877307,,
IDEAL DIAGNOSTIC CENTRE - UMM HURAIR,DXB,DIAGNOSTICS,BUR DUBAI,"OFFICE 103, KHALID AL ATTAR BLDG,ZAA'BEEL ST/D84 TO SHEIKH KHALIFA BIN ZAYED ST/D88, DUBAI",04-3979255,,
ADVANCED MEDICAL LABORATORY,AUH,DIAGNOSTICS,AL AIN,"MAIN STREET, SHEIKH AHMED BIN ZAYED BLDG.",03-7641441,,
THE OPEN MRI CENTER LLC-MF2487,AUH,DIAGNOSTICS,AL NAYHAN,"AL NAHYAN COM BUILDING-5B, HANEEM STREET,",02-4442246,,
"ACCURACY PLUS MEDICAL LABRATORY, ABU DHABI",AUH,DIAGNOSTICS,HAMDAN STREET,"ASTER PHARMACY BUILDING, HAMDAN STREET ABU DHABI",02-6333923,,
INTERNATIONAL RADIOLOGY AND DIAGNOSTIC CENTRE-BRANCH 1,SHJ,DIAGNOSTICS,AL MAJAZ,"EGYPTIAN TRADING CENTRE, 2ND FLOOR, AL MAJAZ, AL TAAWUN STREET, SHARJAH",06-5738088,,
LIFE MEDICAL CENTER-ABU DHABI / MF771,AUH,DIAGNOSTICS,ABU DHABI,LULU STREET,02-6260066,,
DAR AL MOUASAH CLINICAL LABORATORY,AUH,DIAGNOSTICS,ABU DHABI,"HAMDAN STREET, PLAZA TOWER BUILDING",02-6260066,,
UNILABS DIAGNOSTICS L.L.C(PREVIOUSLY KNOWN AS ANNAB LABORATORY LLC )- MF167,AUH,DIAGNOSTICS,KHALIFA STREET,"OFFICE#804, 8TH FLOOR, ITTIHAD BUILDING, KHALIFA STREET, ABU DHABI.",02-6274767,,
"LULU RAHA PHARMACY - LLC , AL RAHA MALL , DOCIB GROUP",AUH,PHARMACY,ABU DHABI,"AL RAHA MALL, CHANNEL STREET ,ABUDHABI",02-5562607,,
LIFE CARE INTERNATIONAL PHARMACY L.L.C- BRANCH - ABU DHABI - VPS GROUP,AUH,PHARMACY,ABU DHABI,"AL WATHBA STREET,  RAZEEN WORKERS CITY, ABU DHABI",02-5826812,,
"LULU AL AIN PHARMACY-LLC-BRANCH , Kuwaitat  , DOCIB GROUP",AUH,PHARMACY,ABU DHABI,"NEAR BRAINI BORDER , KUWAITAT ABU DHABI , LULU HYPERMARKET BUILDING  - AL AIN RD",03-7640677,,
MEDICLINIC PHARMACY - KHALIFA CITY/PF2816,AUH,PHARMACY,ABU DHABI,"284 VILLA, NEAR POLICE STATION, KHALIFA CITY A,",02-8856700,,
AL MARINA PHARMACY,AUH,PHARMACY,ABU DHABI,ABU DHABI,02-5503115,,
BRIGHT POINT PHARMACY LLC,AUH,PHARMACY,ABU DHABI,ABU DHABI,02-5558825,,
AL SHAM PHARMACY LLC - PF1204 - ABU DHABI,AUH,PHARMACY,ABU DHABI,ABU DHABI BEHIND CENTRAL POST OFFICE NEXT TO SHEOMART,02-6318929,,
"IBN SINA PHARMACY LLC, MARINA MALL (BIN SINA GROUP)",AUH,PHARMACY,ABU DHABI,"ABU DHABI CORNICHE STREET, BUILDING, NATIONAL INVESTMENT CORPORATION",02-6815630,,
"IBN SINA PHARMACY L.L.C. - BRANCH 12, PARAGON MALL (BIN SINA GROUP)",AUH,PHARMACY,ABU DHABI,"ABU DHABI ISLAND, AL REEM ISLAND - PARAGON MALL",02-6585203,,
NEW AL SHAM PHARMACY,AUH,PHARMACY,ABU DHABI,"ABU DHABI ISLAND, E09_02 SECTOR, AL SALAM STREET BEHIND LULU SUPERMARKET RUSSIAN EMBASSY AREA",02-6262080,,
AL MANARA PHARMACY - BRANCH 10 - AL MANARA GROUP - PF2975,AUH,PHARMACY,ABU DHABI,"ABU DHABI MALL, ZAHIA, ABU DHABI",02-6452323,,
"IBN SINA PHARMACY L.L.C. - BRANCH 8, AL KHALIDIYA (BIN SINA GROUP)",AUH,PHARMACY,ABU DHABI,"ABU DHABI, AL KHALIDIYA - ZAYED THE FIRST STREET - BEHIND THE PRESTIGE BUILDING, AL AHLIA BUILDING / TOWER",02-6395246,,
BIN SINA DUTY FREE PHARMACY (Bin Sina Group) - PF1579,AUH,PHARMACY,ABU DHABI,"ABUDHABI-INTERBATIONAL AIRPORT, TERMINAL 1",02-5757316,,
BAIN AL QASRAIN PHARMACY,AUH,PHARMACY,ABU DHABI,ADNEC EXIBHITION CENTRE,02-4469300,,
AL MANARA PHARMACY -BRANCH 5 - AL MANARA GROUP - PF2875,AUH,PHARMACY,ABU DHABI,"ADNEC, KHALEEJ ARABI STREET, ABU DHABI",02-6663083,,
AL NOOR HOSPITAL PHARMACY- AIRPORT RD,AUH,PHARMACY,ABU DHABI,AIRPORT ROAD,02-4944598,,
ELITE MODERN PHARMACY,AUH,PHARMACY,ABU DHABI,"AIRPORT ROAD, CARRFOUR CITY CENTRE",02-4494209,,
BURJEEL RETAIL PHARMACY L.L.C - BRANCH 4 / PF1672,AUH,PHARMACY,ABU DHABI,"AIRPORT ROAD, SHOP 225-226, 2ND FLOOR, MUSHRIF MALL",02-4470407,,
AL TAHANI PHARMACY,AUH,PHARMACY,ABU DHABI,"AL FALAH STREET, HEIRS OF MOHAMMED HERMESH BLDG.",02-6347010,,
MEDICINA PHARMACY-BRANCH 6-AUH-MEDICINA GRP-PF3001,AUH,PHARMACY,ABU DHABI,"AL FALAH VILLAGE 4, ABU DHABI",02-5844114,,
ASTER PHARMACIES GRP LLC-BR-ABUDHABI 1,AUH,PHARMACY,ABU DHABI,"AL HAMED BUILDING, AL FALAH STREET, BLUE DIAMOND,  BEHIND JUMBO ELECTRONICS",02-6437625,,
GULF DIAGNOSTIC CENTRE PHARMACY,AUH,PHARMACY,ABU DHABI,"AL KHALEED AL ARABI STREET, CORNICHE ROAD , ST.NO 13",02-6658090,,
THE SPECIALIST DIABETES TREATMENT & RESEARCH CENTRE ( IMPERIAL COLLEGE LONDON DIABETES CENTRE ) L.L.C - OUTPATIENT PHARMACY - SOLE PROPRIETORSHIP L.L.C.,AUH,PHARMACY,ABU DHABI,"AL KHALEEJ AL ARABI STREET, GDC HOSPITAL BUILDING",02-4040800,,
ALMANARA PHARMACY -BRANCH 4 - AL MANARA GROUP - PF2904,AUH,PHARMACY,ABU DHABI,"AL KHALEEJ ARABI STREET, AL MUSHRIF COOP, ABU DHABI",02-6662144,,
EASTERN AL AHALIA PHARMACY,AUH,PHARMACY,ABU DHABI,"AL MAFRAQ, BANIYAS WEST, WORKERS CITY 2",02-5856005,,
ALMANARA PHARMACY - BRANCH 8 - AL MANARA GROUP - PF2915,AUH,PHARMACY,ABU DHABI,"AL MANARA PHARMACY - AL FORSAN VILLAGE, KHALIFA CITY A, ABU DHABI",02-4481850,,
ALMANARA ALRAEDA PHARMACY - AL MANARA GROUP  - PF2720,AUH,PHARMACY,ABU DHABI,"AL MANARA PHARMACY, SAADIYAT RESIDENCE, ABU DHABI",02-6438811,,
CLEVELAND CLINC ABU DHABI PHARMACY LLC,AUH,PHARMACY,ABU DHABI,"AL MAQAM TOWER, AL FALAH STREET, ABU DHABI GLOBAL MARKET SQUARE, AL MARYAH ISLAND",02-5019000,,
CLEVELAND CLINIC ABU DHABI IN-PATIENT PHARMACY,AUH,PHARMACY,ABU DHABI,"AL MAQAM TOWER, AL FALAH STREET, ABU DHABI GLOBAL MARKET SQUARE, AL MARYAH ISLAND",02-5019000,,
HEALTH FIRST PHARMACY L.L.C - BRANCH 1 - AL AIN (PLANET GROUP),AUH,PHARMACY,ABU DHABI,"AL MUHAIRI GROUP BUILDING,SHOP NO 4,CENTRAL DISTRICT,TOWN CENTER,MAIN STREET, NEAR (SNOW WHITE),AL AIN",03-7662131,,
OXFORD PHARMACY,AUH,PHARMACY,ABU DHABI,AL MUROOR ROAD,02-4489191,,
AL HENDAWY PHARMACY LLC-PF2877,AUH,PHARMACY,ABU DHABI,"AL MURROR ROAD, OPPOSITE MADINAT ZAYED CENTER, AL HENDAWY BUILDING",02-6214666,,
MEDICINA PHARMACY BRANCH 3-AUH-MEDICINA GRP-PF2825,AUH,PHARMACY,ABU DHABI,AL MURROR ST. AL FALAHI BUILDING-AUH,02-6440615,,
BURJEEL HOSPITAL PHARMACY BRANCH 1,AUH,PHARMACY,ABU DHABI,AL NAJDA STREET,02-5085235,,
AL MAZROUI PHARMACY,AUH,PHARMACY,ABU DHABI,"AL NAJDA STREET, CLOCK TOWER BLDG.",02-6714007,,
NEW AMAREETA PHARMACY-ABU DHABI-PF1370,AUH,PHARMACY,ABU DHABI,AL NASR STREET,02-6661555,,
AL MANARA AL RUWAIS PHARMACY,AUH,PHARMACY,ABU DHABI,AL RUWAIS MALL,02-8760210,,
GOLDEN HEALTH PHARMACY - PF2882 (BR OF GOLDEN HEALTH MEDICAL CENTER),AUH,PHARMACY,ABU DHABI,"AL SALAM LIVING CITY, HAMEEM ROAD, ABU DHABI.",02-6225566,,
CURE PLUS PHARMACY L.L.C - AL AIN - PF3138,AUH,PHARMACY,ABU DHABI,"AL SIDRAH AL KHABISI , STREET 131, BUILDING 6 , AL AIN , UAE",03-7655511,,
BURJEEL RETAIL PHARMACY L.L.C -BRANCH 6 / PF2536,AUH,PHARMACY,ABU DHABI,AL WAHDA MALL EXT. BUILDING,02-4437788,,
BURJEEL RETAIL PHARMACY L.L.C -BRANCH 7 / PF1496,AUH,PHARMACY,ABU DHABI,AL WEHDA MALL,02-4437788,,
ALMANARA PHARMACY -BRANCH 7 - AL MANARA GROUP - PF2922,AUH,PHARMACY,ABU DHABI,"ALREEF REGION, ABU DHABI",02-5521603,,
HEALTH FIRST PHARMACY BR 8-PLANET PHARMACY/PF1149,AUH,PHARMACY,ABU DHABI,BANIYAS STREET,02-5823656,,
LIFECARE INTERNATIONAL PHARMACY,AUH,PHARMACY,ABU DHABI,"BANIYAS STREET, AL WATHBA, AL RAHA VILLAGE GATE #6",02-5856333,,
HEALTH FIRST PHARMACY BR 2 - PLANET PHARMACYY / PF1080,AUH,PHARMACY,ABU DHABI,"BANIYAS STREET, BESIDES COOPERATIVE SOCIETY",02-5831368,,
ALMANARA PHARMACY BAWABAT ALSHARQ - AL MANARA GROUP - PF2666,AUH,PHARMACY,ABU DHABI,"BAWABAT ALSHARQ MALL, BANI YAS, ABU DHABI",02-5828270,,
IBN NAFEES MEDICAL CENTRE PHARMACY (prev. BABIL PHARMACY),AUH,PHARMACY,ABU DHABI,"BIN SAGAR TOWER, FATIMA BINT MUBARAK ST",02-6349500,,
THUHFA AL ANDALUS PHARMACY,AUH,PHARMACY,ABU DHABI,"BLDG NO - 1291, MUSAFFAH - 11, ABUDHABI,",02-5522262,,
GREEN CARE PHARMACY - SOLE PROPRIETORSHIP L.L.C. - ABU DHABI,AUH,PHARMACY,ABU DHABI,"BUILDING NO#31, AL MADAYEN ST, SHABIA 10, MUSAFFAH, ABU DHABI, UAE.",02-6670882,,
ASTER PHARMACIES GROUP LLC-ABU DHABI 3,AUH,PHARMACY,ABU DHABI,"BUILDING NO. EC -C-19, HAMDAN STREET, NEAR TO LULU INTERNATIONAL EXCHANGE",02-6229870,,
"BASSEM PHARMACY LLC, ABU DHABI",AUH,PHARMACY,ABU DHABI,"BUTTI SALEM BUTTI ZNAID AL QOBAISI BLDNG, DHAFRA ST, ABU DHABI",02-4466468,,
AL BAHAR AL AHMAR PHARMACY - ABU DHABI -  PF2951,AUH,PHARMACY,ABU DHABI,"C88,SHOP G2,MOHAMED BIN ZAYED CITY-ME11,ABU DHABI",02-8763338,,
MEDICINA PHARMACY-BRANCH 1,AUH,PHARMACY,ABU DHABI,"CAPITAL HOUSE BUILDING, AL KHALEEJ AL ARABI STREET",02-4416232,,
MEDICINA PHARMACY -BRANCH 10 - AUH-MEDICINA GRP - PF3051,AUH,PHARMACY,ABU DHABI,"CENTRAL MALL, KHALIFA CITY , ABU DHABI",02-5571194,,
AL KASR AL AINY PHARMACY,AUH,PHARMACY,ABU DHABI,"CORNICHE STREET, BIN FREEH AL KUBISI BLDG.",02-6268802,,
SUPER CARE PHARMACY-ABU DHABI 2,AUH,PHARMACY,ABU DHABI,DALMA MALL,02-6653350,,
NATURAL LIFE PHARMACY-LIFE HEALTHCARE GROUP-ABU DHABI-PF2846,AUH,PHARMACY,ABU DHABI,"DALMA MALL, SECOND FLOOR, ABU DHABI",02-5535528,,
BIN SINA PHARMACY,AUH,PHARMACY,ABU DHABI,DANA PLAZA,02-6669240,,
BURJEEL PHARMACY,AUH,PHARMACY,ABU DHABI,DEERFIELD MALL,02- 5821555,,
