PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
LIFE PHARMACY 79,DXB,PHARMACY,,"SHOP 3, AL ZAROONI BLDG. OPPOSITE BURJUMAN CENTER AL KARAMA",04-3441122,25.2531,55.3022
LIFE PHARMACY 95,DXB,PHARMACY,,SHOP 9-10 TURTLE AVENUE,04-3441122,25.1052,55.3784
LIFE PHARMACY 97,DXB,PHARMACY,,SHOP NO. 13 WATER EDGE,04-3441122,25.281,55.4107
LIFE PHARMACY BARSHA HEIGHTS BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,SHOP NO :8  ALSHAIBATOWER  BARSHA HEIGHTS ( TECOM),04-3441122,25.0978,55.1708
LIFE PHARMACY 54 BR OF LIFE PHARMACY LLC,DXB,PHARMACY,AL WARQA,SHOP NO F10-12,04-5718012,25.2073,55.426
LIFE PHARMACY 68 BR OF LIFE PHARAMCY LLC,DXB,PHARMACY,,"SHOP 02, NESTO HYPERMARKET BURJ NAHAR MALL DEIRA",04-4566737,25.2737,55.3161
LIFE PHARMACY 69 BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,SHOP 4-8 R&S BUILDING AL WARQA,04-3441122,25.1891,55.4056
LIFE PHARMACY 72,DXB,PHARMACY,,"SHOP 29, 30 & 31 AVENUE MALL NAD AL SHIBA",04-3441122,25.1466,55.3493
LIFE PHARMACY 82,DXB,PHARMACY,,10C BLDG. STREET 4 DISTRICT 18 JUMEIRAH VILLAGE CIRCLE,04-3441122,25.0643,55.1682
LIFE PHARMACY 83,DXB,PHARMACY,,UNIT1&2 PLOT 4 ONE DEIRA PLAZA DEIRA ENRICHMENT PROJECT AL KHALEEJ ST.,04-3441122,25.2787,55.3184
LIFE PHARMACY 84,DXB,PHARMACY,,UNIT 2 PLOT 1 OSHA BLDG 1 DEIRA ENRICHMENT PROJECT DEIRA AL SABKHA,04-3441122,25.2781,55.303
LIFE PHARMACY 85,DXB,PHARMACY,,UNIT 02 AMSA 2 JUMEIRAH VILLAGE CIRCLE AL BASHA SOUTH 4,04-3441122,25.059,55.217
LIFE PHARMACY 87,DXB,PHARMACY,,GF CAFE 1 THE ARCH MALL NAD AL SHIBA 3,04-3441122,25.1626,55.333
LIFE PHARMACY 88,DXB,PHARMACY,,ANDALUSIA MALL MARJAN MARJAN,04-3441122,25.0916,55.3029
LIFE PHARMACY 96,DXB,PHARMACY,,"SHOP 29, 30 &31 GEEPAS COMMERCIAL CENTER AL WARSAN",04-3441122,25.1817,55.4443
LIFE PHARMACY 98,DXB,PHARMACY,,AL BUKHASH BLDG ROLLA STREET AL RAFFA,04-3441122,25.2573,55.2891
C C M LIFE PHARMACY BR OF LIFE PHARMACY,DXB,PHARMACY,,UNIT NO. D006A GROUND FLOOR MIDRIFF CITY CENTRE,04 5610000,25.2192,55.408
LIFE PHARMACY DFC BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,UNIT NO. - RC-021 FIRSTFLOOR  DUBAI FESTIVAL CITY,04-3441122,25.2227,55.3528
LIFE PHARMACY DIP 2 BR OF LIFE PHARMACY,DXB,PHARMACY,,UNIT NO.6 RAMLA MALL,04-3441122,24.9709,55.1424
LIFE PHARMACY DWTC BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,SHOP NO: R021.02 CONCOURSE1  DUBAI WORLD TRADE CENTRE,04-3441122,25.2229,55.288
LIFE PHARMACY FZ-LLC,DXB,PHARMACY,,"UNIT NO. 09RI, BUILD. NO. 64 DISTRICT 1, BLOCK D, GROUND FL DHCC",04 5610000,25.2346,55.3186
LIFE PHARMACY VILLAGE MALL BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,SHOP NO: 24 & 25 THEVILLAGEMAL  JUMEIRAH FIRST,04-3441122,25.2333,55.2626
WARSAN LIFE PHARMACY BR OF LIFE PHARMACY,DXB,PHARMACY,DEIRA CITY CENTER,SHOP NO M-018,04-55812463,25.2524,55.3337
LIFE PLUS PHARMACY L.L.C-LIFE,DXB,PHARMACY,BANK STREET,BEHIND BURJUMAN NEAR FAMILIES SUPER MARKET,04-3513334,25.2521,55.3008
LIFE AL QUSAIS PHARMACY LLC-LIFE,DXB,PHARMACY,DAMASCUS ST,AL HURAIZ BLDG,04-2633318,25.2929,55.3941
LIFE AL RIQQA2 BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,SHOP NO. AGC 30  GROUND FLOOR  AL GHURAIR CENTRE,04 5610000,25.2747,55.3162
LIFE AL RIQQA PHARMACY-LIFE,DXB,PHARMACY,,SHOP# F67 OPP: CARREFOUR AL GHURAIR CENTER,04-3441122,25.27,55.3172
LIFE ROSE PHARMACY-LIFE,DXB,PHARMACY,,SHOP 10 E07 BLDG PLOT 67 CHINA CLUSTER,04-3441122,25.0968,55.1718
NEW SALAHALDIN PHARMACY-LIFE,DXB,PHARMACY,,SHOP# G-3 AL WAHA MOSQUE-RS,04-3441122,25.1087,55.3805
LIFE AL SHAB PHARMACY-LIFE,DXB,PHARMACY,AL SHAAB COLONY,SHOP 1 & 2 MALIK BUILDING PLOT # 127-0422,04-3441122,25.2808,55.3362
LIFE SILICON PHARMACY LLC,DXB,PHARMACY,,SHOWROOM G01 PALACE TOWER T1OPPOSITE CHOITH DUBAI SILICON OASIS,04-3441122,25.1162,55.3902
PANACEA PHARMACY ASTER,DXB,PHARMACY,UMM SUQEIM,JUMEIRAH BEACH ROAD,04-3686123,25.1394,55.1807
THE POINTE LIFE PHARMACY BR OF LIFE PHAR,DXB,PHARMACY,,NEXT TO REEL CINEMAS   THE POINTE   PALM JUMEIRAH,04 5610000,25.1276,55.1236
LIFE TRIDENT PHARMACY-LIFE,DXB,PHARMACY,,SHOP # R01 NEAR MARINA HOTEL APARTMENT NEXT TO BLUE MART SUPERMARKET,04-5531092,25.0825,55.1468
LIFE TWO PHARMACY LLC BR-LIFE,DXB,PHARMACY,AL A'AMAL STREET,SHOP # G84 & G85 NEXT TO WH SMITH BUSINESS BAY,04-3441122,25.1904,55.2661
LIFE TWO PHARMACY LLC-LIFE,DXB,PHARMACY,SHEIKH ZAYED ROAD,AL KAWAKEB BLDG A LAKESIDE RESIDENCE TOWER NEXT TO AL SAFADI RESTAURANT 1ST INTERCHANGE,04-3550057,25.2138,55.2741
LIFE TWO PHARMACY L.L.C,DXB,PHARMACY,,"RETAIL 7,PLAZA RESIDENCE 2,JVC,AL BARSHA SOUTH FOURTH,DUBAI,UAE",04-3441122,25.0529,55.2074
LIFE VISION PHARMACY LLC-LIFE,DXB,PHARMACY,AL KHALEEJ AL THEJARI 1ST STREET,SHOP G+1 VISION TOWER,04-5543244,25.1883,55.2642
LIFE AL WARQA 2 BR OF LIFE PHARMACY LLC,DXB,PHARMACY,,SHOP NO. 5 GROUNDFLOOR  AL JABRI BUILDING,04-3441122,25.1985,55.4035
LIFE AL WARQA PHARMACY LLC-LIFE,DXB,PHARMACY,,SHOP# 1 & 2 AL KENDI BLDG,04-2865244,25.1914,55.4074
LIFEWORKS HOLISTIC COUNSELLING CENTRE,DXB,CLINIC,,VILLA 1230 BAHWAN VILLAS AL WASL ROAD UMM SEQUIM2,04-2245736,25.1424,55.2056
LIFE AL YALAYIS 1 BR LLC-LIFE,DXB,PHARMACY,AL QUDRA ROAD,UNIT # MIRA - GF-005 MIRA TOWN CENTRE,04-3683426,25.007,55.3007
LIFE ISLAND PHARMACY BR 3 LLC-LIFE,DXB,PHARMACY,,UNIT #JI-B5-RI-05 D NEXT TO CHOITHRAM SUPERMARKET,04-2434106,25.0649,55.1471
LIVE CARE CLINIC,DXB,CLINIC,,SHOPPERS MALL  NEW MINI PARCO-SHOPPERS MALL 13TH STREET,04-8848848,25.0075,55.1108
LIVE CARE PHARMACY,DXB,PHARMACY,,GROUND FLOORSHOPPERS 13TH STREET FREE RIGHT TURN BEFORE PARCO R,04-8845562,25.0185,55.1012
LIVERPOOL MEDICAL CLINIC,DXB,CLINIC,KHALID BIN WALEED ROAD,MOHAMMED AMIN FALAKNAZ BUILDIN MEZ FLOOR KHALID BIN WALEED ROAD,04-3599066,25.2565,55.2964
LIVERPOOL PHARMACY,DXB,PHARMACY,KHALID BIN WALEED ROAD,AMIN FALAKNAZ BLDG KHALID BIN WALEED RD AL RAFFA,04-3379541,25.2594,55.2876
LIWA PHARMACY L.L.C -LIFE,DXB,PHARMACY,,VICTORIA RESIDENCE,04-3558898,25.2788,55.3029
LOTUS MEDICAL CENTER LLC,DXB,CLINIC,LATIFA BIN HAMDAN ROAD,AL ROSTAMANI BLDG,04-3465380,25.1524,55.2424
LOTUS DENTAL CLINIC LLC,DXB,DENTAL,BAGHDAD STREET,106 1ST FLR PLATINUM BUSINESS CTR,04-3971667,25.2878,55.3689
LOTUS PHARMACY LLC,DXB,PHARMACY,,SAIF ALI RASHID BULDG NEAR KAMAT RESTURANTDAMASCUSS AL QUSAIS 1,04-3433134,25.2757,55.3829
AL LUBNANI MEDICAL CENTRE LLC- DUBAI BR,DXB,CLINIC,AL GARHOUD,DUBAI 5TH ST,04-2288766,25.2402,55.3468
LULU BARSHA PHARMACY LLC,DXB,PHARMACY,,MALL OF EMIRATES LULU HYPERMARKET AL BARSHA,565018178,25.1231,55.2063
LULU KARAMA PHARMACY LLC (DOCIB GRP),DXB,PHARMACY,,LULU HYPERMARKET BLDG KARAMA AL KARAMA,04-3369971,25.2398,55.3003
LULU CENTRE PHARMACY (LULU),DXB,PHARMACY,,LULU HYPERMARKET,04-2988616,25.2801,55.3614
LUQMAN PHARMACY,DXB,PHARMACY,SATWA MAIN ROAD,NR.EMIRATES BANK,04-3312654,25.2289,55.276
MADINAT AL QOUZ  PHARMACY  LLC,DXB,PHARMACY,,FARNEK BULDING SHOP NO : 3- BACK OF AL KHAILM AL QOUZ INDUSTRIAL AREA,04-3388522,25.1539,55.2459
MAGRABI DUBAI FESTIVAL CITY,DXB,OPTICS,DUBAI FESTIVAL CITY,FIRST FLOOR,05-64084468,25.2223,55.3521
MAGRABI EYE HOSPITAL - OUTPATIENT SURG,DXB,DAY CARE,20TH STREET,AL RAZI BUILDING # 64 BLOCK E,04-4370606,25.2345,55.3188
MAGRABI DUBAI HILLS MALL,DXB,OPTICS,DUBAI HILLS MALL,FIRST FLOOR,05-02635708,24.9558,55.5003
MAGRABI OPTICAL - ARABIAN CTR (MAGRABI),DXB,OPTICS,AL MIZHAR 1,SHOP #  GF - 1622,05-64084332,25.2352,55.4361
MAGRABI OPTICAL - DXB MALL (MAGRABI),DXB,OPTICS,DUBAI MALL,SHOP # GF 197,05-64084779,25.1974,55.2804
MAGRABI OPTICAL - IBN (MAGRABI),DXB,OPTICS,IBN BATTUTA MALL,UNIT # 147 A,05-64085007,25.047,55.1225
MAGRABI OPTICAL - JUMEIRAH (MAGRABI),DXB,OPTICS,JUMEIRAH,SHOP # 1,05-64085047,25.23,55.2614
MAGRABI OPTICAL - MOE (MAGRABI),DXB,OPTICS,MALL OF THE EMIRATES,UNIT # E-09 FIRST LEVEL,05-64084490,25.1193,55.1999
MAGRABI NAD AL SHEBA MALL,DXB,OPTICS,NAD AL SHEBA 3,SHOP L2ZA1023  2ND FLOOR,05-55901638,25.1572,55.3464
MAGRABI THE SPRINGS SOUK,DXB,OPTICS,SPRINGS COMMUNITY,G FLOOR,05-64085286,25.0659,55.1917
MAISSAN MEDICAL CLINIC,DXB,CLINIC,AL KHAWANEEJ,IST FLOOR MIRDIF 35,04-2977995,25.2327,55.4328
AL MAJID CLINIC,DXB,CLINIC,,NEXT TO TARA HOTEL NAD FURNIT AL MAKTOUM ROAD BANIYAS SQUARE,04-2292030,25.2762,55.3131
AL MANARA GARDEN PHARMACY- BATUTA MALL,DXB,PHARMACY,IBN BATUTA MALL,IBN BATUTA MALL TUNISSIAN COURRT,04-3669940,25.0441,55.1184
MANCHESTER COMMUNITY PHARMACY (CHS),DXB,PHARMACY,AL SEBA STREET,SHOP NO.2 OPPOSITE TO AL RAHIM MOSQUE,04-3957205,25.0685,55.1317
AL MANKHOOL PHARMACY (JUPITER),DXB,PHARMACY,SHEIKH KHALIFA BIN ZAYED ROAD (TRADE CENTRE ROAD),NEAR AL KARAMA METRO STATION ALATTAR APARTMENTS,04-3377329,25.2885,55.3914
SUPERCARE MANKHOOL PHARMACY,DXB,PHARMACY,MANKHOOL ROAD,NASHWAN BUILDING,04-3989092,25.2486,55.2862
MANSION PHARMACY-LIFE,DXB,PHARMACY,DUBAI MARINA,MARINA MANSION TOWERNEXT TO MARINA MALL,04-4537262,25.0815,55.1371
MANZIL HOME HEALTH SERVICES LLC- DUBAI B,DXB,CLINIC,,EMPIRE HEIGHTS TOWER A OFFICE MARASI DRIVE BUSINESS BAY,04-5573360,25.1865,55.2603
AL MANZIL PHARMACY (SANAIYA),DXB,PHARMACY,,NXT TO ROYAL PARCO SUPERMARKET,04-8841441,25.014,55.1965
BAIT AL MAQDES PHARMACY DXB,DXB,PHARMACY,15 C ST.,ARABILLA BLDG.,04-2667211,25.283,55.3517
MARINA GREENS PHARMACY,DXB,PHARMACY,,CHOITRAM SUPERMARKET,04-3663150; 3663535,25.1904,55.2358
MARHABA MEDICAL CENTRE,DXB,CLINIC,AL MAKTOUM HOSPITAL ROAD,MEZZANINE FLOOR BIN JASH BUILDING NEAR BIRDS HOUSE & AL SHAMSI TRAVELS,04-2224844,25.2773,55.3137
MARINA PHARMACY ALMUSTAQBAL (MARINA PH),DXB,PHARMACY,,B# 5 VALEANT CLINIC AL WASL STREET,04-3466889,25.182,55.2362
MARINA PHARMACY BORJ STATION L.L.C,DXB,PHARMACY,,BURJ KHALIFA METRO STATION,04-3466889,25.2014,55.2695
MARINA PHARMACY CARE1 (MARINA),DXB,PHARMACY,,AL WASL ROAD NEAR IRANIAN HSPTL,04-3466889,25.2379,55.2698
MARINA PHARMACY CARE TWO(MARINA),DXB,PHARMACY,,IRANIAN HOSPITAL NEW BLDG  SATWA,04-3466889,25.1506,55.2432
MARINA PHARMACY CARE 3(MARINA),DXB,PHARMACY,AL WASL ST,AL WASL ROAD  NEAR TO IRANIAN HOSP,04-3466889,25.2368,55.2696
MARINA PHARMACY CARE 5(MARINAPH),DXB,PHARMACY,,AL ASAYEL ST NEAR IRANIAN HSPTL,04-3466889,25.2424,55.2688
MARINA CARE PHARMACY L.L.C,DXB,PHARMACY,,IRANIAN HOSPITAL OLD BLDG  SATWA,04-3466889,25.2306,55.2693
MARINA PHARMACY CITY CENTER STATION LLC,DXB,PHARMACY,,DEIRA CITY CENTER METRO STATIO,04-3466889,25.2542,55.3304
MARINA PHARMACY CITY WALK(MARINAPH),DXB,PHARMACY,AL ALBAANY ST.,AL ALBAANY ST NEXT TO SH ZAID ROAD CITY WALK PHASE 2,04-3466889,25.2032,55.263
MARINA PHARMACY GATE (BRANCH OF MARINA P,DXB,PHARMACY,,THE GATE BLDG AL SHAIBA TOWERS SHOP NO. 15 AL BARSHA,04-3466889,25.0975,55.1707
MARINA PHARMACY GOLDEN MILE ONE,DXB,PHARMACY,,GOLDEN MILE ONE BLDG GOIDEN MILE SOUQ PALM JUMEIRAH,04-3466889,25.1106,55.1429
MARINA PHARMACY GOLDEN MILE TWO(MARINA),DXB,PHARMACY,,GOLDEN MILE TWO BLDG GOIDEN MILE SOUQ PALM JUMEIRAH,04-3466889,25.1116,55.1423
MARINA AL JUMAIRA PHARMACY,DXB,PHARMACY,,EMIRATES CO-OPNEAR CHOUEIFAT UMM SEQUIM JUMERIAHBUR DUBAI,04-3486700; 04-3486710,25.1111,55.1723
MARINA LIFE PHARMACY L.L.C-LIFE,DXB,PHARMACY,DUBAI MARINA,MARINA HEIGHT TOWER NEAR TO CITY BANK,04-4202447,25.0872,55.1483
MARINA MEDICAL CENTER,DXB,CLINIC,AL SEYAHI STREET,SHOP 1 BOTANICA TOWER BLDG BEHIND AL HABTOOR HOTEL,04-3999030,25.0852,55.1424
MARINA PHARMACY OLD TOWN (L.L.C),DXB,PHARMACY,,SOUK AL BAHAR STORE NO FF 052 GROUND FLOOR OLD TOWN DOWN TOWN,04-3466889,25.1953,55.2764
MARINA PHARMACY  PALM FZCO,DXB,PHARMACY,,PJSB CLUBHOUSE 03 G02 GROUND FLOOR PALM JUMEIRAH SHORELINE,04-3466889,25.1115,55.1472
MARINA PHARMACY (L.L.C),DXB,PHARMACY,,PALOMA BLDG.  JUMEIRAH BEACH RESIDENCE,04-3466889,25.0754,55.1344
MARINA PHARMACY (L.L.C) MARINA PH SOUTH,DXB,PHARMACY,,OM SOUQIEM ROAD. B005 SOUTH MY CITY CENTER AL BARSHA,04-3466889,25.0702,55.2421
MARINA CENTER PHARMACY,DXB,PHARMACY,,DIFC THE GATE BUILDING DIFC,04-3466889,25.2189,55.2843
MARINA VIEW PHARMACY LLC-LIFE,DXB,PHARMACY,,MARINA HEIGHTS BLDG OPP SPINNEYS,04-4479780,25.0938,55.1492
MARINA PHARMACY SHOROOQ(MARINAPH),DXB,PHARMACY,,SHOP #: G07  MIRDIFF,04-3466889,25.2146,55.4288
MARSA LIFE PHARMACY LLC-LIFE,DXB,PHARMACY,ALKHAYAY ST,SHOP #7 MAG 218 NEXT TO SAB SUPERMARKET,04-4298431,25.0938,55.1493
LIFE PHARMACY 80,DXB,PHARMACY,Khalid Bin Waleed Road,Khalid Bin Waleed Road - Al Ghubaiba Rd - Bur Dubai - Al Fahidi - Dubai,04-3441122,25.26,55.2947
MATHUR DENTAL & ORTHODONTIC CLINIC,DXB,DENTAL,KHALID BIN WALEED ROAD,OFFICE # 103 1ST FLOOR MEDIC BUILDING NEAR ROYAL BANK OF SCOTLAND,04-3552371,25.2566,55.3005
ENHANCE BY MEDICLINIC,DXB,CLINIC,,FASHION PARKING LEVEL 7 DUBAI MALL DOWNTOWN,04-4495137,25.199,55.2769
MEDICLINIC MEADOWS CLINIC,DXB,CLINIC,MEADOWS STREET,MEADOWS COMMUNITY CENTRENEAR SPINNEYS SUPERMARKET,04-4328292,25.0692,55.1542
MEADOWS LIFE PHARMACY BR OF LIFE PHARMAC,DXB,PHARMACY,,"SHOP NO. 5&6 BLDG NO: ZEN 2-020, PLOT 169 DISCOVERY GARDENS",04-3441122,25.2557,55.3299
MEDCARE MEDICAL CENTRE AL BARSHA (BR OF,DXB,CLINIC,,TRIO BUILDING NEAR GRANDIOSE STORES AL BARSHA,04-3255015,25.1125,55.1952
ASTER MEDICAL CENTRE BUSINESS BAY BR OF,DXB,CLINIC,BUSNIESS BAY,BUSNIESS BAY AVENUE EMPOWER PLANT TOWER D,04-4508896,25.1917,55.2658
MEDCARE MED CENTRE JUMEIRAH-DAYSURG,DXB,DAY CARE,JUMEIRAH BEACH ROAD,UMM SUQEIM 1 G FLOOR,04-43953115,25.1648,55.2123
MEDCARE MEDICAL CENTER - BR MIRDIF,DXB,CLINIC,ALGERIA STREET,AL BARAJEEL OASIS BUILDING,04-2847199,25.2223,55.4344
MEDCARE MEDICAL CENTER MAF CITY CENTER,DXB,CLINIC,MIRDIFF SHOPPING MALL,INSIDE MIRDIF CITY CENTER 1ST FLOOR,04-2840722,25.2232,55.4006
MEDCARE HOSPITAL,DXB,HOSPITAL,HADIQA STREET,OPP SAFA PARK GATE NO. 1,04-4079100,25.1922,55.2392
MEDCARE MEDICAL CENTER DISCOVERY GARDENS,DXB,CLINIC,ROAD 7,DISCOVERY PAVILLION BLDG BESIDE GEANT SUPERMARKET,04-4079220,25.0351,55.1473
MEDCARE DR SAEED AL SHAIKH GASTRO OBES,DXB,CLINIC,,AL MATLOUB BLDG  AL SAFA 1ST,04-44079175,25.1769,55.2453
MEDCARE MEDICAL CENTRE JBR,DXB,CLINIC,JUMEIRHA BEACH ROAD,SADAF CLUSTER PLAZA LEVEL SHOP P41,04-4539450,25.0805,55.1375
MEDCARE MEDICAL CENTRE AL KHAWANEEJ,DXB,CLINIC,,DAKAKIN CENTRE NEAR AL KHAWANEEJ MOSQUE AL KHAWANEEJ,04-2803954,25.2583,55.4783
MEDCARE MEDICAL CENTER - MARINA BR,DXB,CLINIC,AL EMREEF STREET,SUKOON TOWERS,04-5586467,25.0835,55.1437
MEDCARE SPECIALTY CENTRE MIRDIFF,DXB,CLINIC,47 STREET,AL BARJEEL OASIS COMPLEX,04-4079200,25.2226,55.4341
MEDCARE MEDICAL CENTRE MOTOR CITY BR,DXB,CLINIC,,FLAT 3 THE RIBBON MALL,04-5147969,25.0462,55.2391
MEDCARE MEDICAL CENTRE TOWN SQUARE,DXB,CLINIC,,TOWN SQUARE ZAHRA BREEZE 4A TOWN SQUARE,04-44079175,25.0102,55.29
MEDCARE ORTHOPAEDICS & SPINE HOSPITAL,DXB,HOSPITAL,SHEIKH ZAYED ROAD,OPP. PEPSI,04-3768400; 043768433,25.1794,55.2473
MEDCARE SPECIALIST PEDIATRIC CLINIC,DXB,CLINIC,JUMEIRAH BEACH ROAD,NEAR JUMEIRA BEACH PARK AND HARVEST HOME,04-3136666,25.1779,55.2458
MEDCARE MEDICAL CENTER AL FURJAN WEST,DXB,CLINIC,AIRPORT ROAD,BIN SOUGAT CENTRE,04-2885881,25.2397,55.3859
MEDCARE WOMEN & CHILDREN HOSPITAL,DXB,HOSPITAL,,"BESIDE MANARA SERVICES CENTER, SHEIKH ZAYED ROAD",04-3010888,25.1614,55.2312
MEDCARE EYE CENTRE,DXB,DAY CARE,22A STREET,103 MATLOOB BUILDING NEXT TO MOSH HOSPITAL,04-4079104; 04-3807333,25.179,55.2469
MEDICLINIC DUBAI HILLS PHARMACY,DXB,PHARMACY,SHEIKH MOHAMMAD BIN RASHID ST,FIRST FLOOR,04-3816555,25.1017,55.2414
MEDCARE PHYSIO & REHAB CENTER,DXB,CLINIC,22A STREET,SMJ 1 BUILDING,04-3240511,25.1773,55.2455
"MEDEOR 24X7 HOSPITAL LLC,DXB (VPS)",DXB,HOSPITAL,EMBASSY DISTRICT,BURJUMAN CENTER,04-3500600; 04-3500757,25.2574,55.3066
MEDSHOP GARDEN PHARMACY (ASTER),DXB,PHARMACY,DISCOVERY GARDENS,ZEN BUILDING NEAR CHELSEA GARDEN HOTEL,04-4329596,25.0484,55.1303
MEDIPRIME PHARMACY BARSHA HEIGHTS BR,DXB,PHARMACY,SHEIKH ZAYED ROAD,THE ONYX TOWER 1 GROUND FLOOR SHEIKH ZAYED ROAD,04-7070999,25.1028,55.1692
MEDICLINIC AL BARSHA DIALYSIS CENTRE,DXB,CLINIC,,MEDICLINIC DIALYSIS BLDG.  AL BARSHA SOUTH 1,04-5216301,25.0817,55.2142
MEDI CENTRES POLYCLINIC - DSO,DXB,CLINIC,NADD HESSA,SHOP 16 1ST  FLOOR,04-3266641,25.1249,55.4027
MEDI CENTRES POLYCLINIC  LLC BRANCH,DXB,CLINIC,FURJAN,SHOP 16  - R25 & 26 FURJAN PAVILLION SHOPPING CENT,04-3266641,25.1249,55.4027
MEDICINA AL FAHIDI PHARMACY,DXB,PHARMACY,THE 77 VALLEY SHEIKH ZAYED BIN HAMDAN,RETAIL 2,04-3550552,25.1999,55.464
MEDICLINIC IBN BATTUTA PHARMACY,DXB,PHARMACY,IBN BATUTA MALL,CHINA COURTG F142 SHOP,04-4409000,25.048,55.1218
MEDICINA 1 PHARMACY,DXB,PHARMACY,AL MAKTOUM HOSPITAL ROAD,SOUQ AL WASL DISTRICT,04-2943248,25.2605,55.2971
MEDICINA PHARMACY 10,DXB,PHARMACY,UMM SEQUIM STREET,MAISAN RESIDENCE BUILDINGDUBAI SCIENCE PARK,04-4285505,25.0798,55.2462
MEDICINA PHARMACY 11,DXB,PHARMACY,26TH STREET,BUILDING 40,04-4547696,25.2302,55.3248
MEDICINA PHARMACY 12,DXB,PHARMACY,AL MUSTAQA STREET,DUBAI INTERNATIONAL ACADEMIC C ALL DAY SHOPING CENTRE,04-4543123,25.2034,55.3249
MEDICINA PHARMACY 13,DXB,PHARMACY,AL KHAWANEEJ ROAD,MIRDIFF,04-3214347,25.2326,55.4329
MEDICINA PHARMACY 14,DXB,PHARMACY,SAADA STREET,REGAL TOWER,04-4425538,25.2354,55.2775
MEDICINA PHARMACY 15,DXB,PHARMACY,HESSA ROAD,HESSA ROAD AL BARSHA1 AL BARSHA,04-8875072,25.1072,55.1876
MEDICINA PHARMACY 16,DXB,PHARMACY,,PARK CENTRE,04-3456556,25.2469,55.433
MEDICINA PHARMACY 2,DXB,PHARMACY,9TH STREET,NAD AL HAMAR AVENUES NAD MALL,04-2898201,25.1906,55.3823
MEDICINA PHARMACY 3,DXB,PHARMACY,12 A STREET,THE MALL,04-3219943,25.1445,55.1899
MEDICINA PHARMACY 4,DXB,PHARMACY,AL GHARBI  STREET,AL MAJARAH TOWER,04-4563304,25.0807,55.1369
MEDICINA PHARMACY 5,DXB,PHARMACY,1ST STREET,GRAND MIDWEST VIEW HOTEL APARTMENTS SHEIKH ZAYED ROAD,04-3794954,25.1404,55.1871
MEDICINA 6 PHARMACY,DXB,PHARMACY,Al TWAR,"ENOC, DUBAI INTERNATIONAL AIRPORT",04-3993370,25.2716,55.3639
MEDICINA PHARMACY 7,DXB,PHARMACY,AL MANKHOOL ROAD,AL KHALEEJ CENTRE,04-3526633,25.2572,55.2957
MEDICINA PHARMACY 8,DXB,PHARMACY,414STREET,NEAR MASS SUPERMARKET,04-3794954,25.1942,55.4063
MEDICINA PHARMACY 9,DXB,PHARMACY,49 STREET,WASL STADIUM,04-3313152,25.2147,55.2783
MEDICINA PHARMACY-DXB,DXB,PHARMACY,HESSA ROAD,INTERNATIONAL HOUSE OPPOSITE MARINA HOME,04-3237202,25.0891,55.1917
MEDICINA FIRST PHARMACY,DXB,PHARMACY,SOUL AL THANAYAH 4TH,SHOP MTC GF 25-4,04-3471266,25.1782,55.2218
MEDICINA PHARMACY 18,DXB,PHARMACY,,SHOP G1 WARQA MALL AL WARQA SOURT AL WARQA,04-271 0587,25.1916,55.4195
MEDICINA PHARMACY 19,DXB,PHARMACY,,LEVEL 14 THE GATE BUILDING  DIFC,04-578 6945,25.2196,55.2773
MEDICINA PHARMACY 39,DXB,PHARMACY,,SHOP NO. R5 UPTOWN MIRDIF RETA MIRDIFF,04-288 3898,25.2353,55.4248
MEDICINA BEACH ROAD PHARMACY,DXB,PHARMACY,BEACH ROAD,SURF CAFE BUILDING,04-3214347,25.1483,55.1974
NEW MEDICINA PHARMACY,DXB,PHARMACY,ZABEEL ROAD,WEST SUPERMARKET BLDG OPP KARAMA POST OFFICE,04-3853313,25.2449,55.3077
MEDI CENTRES POLYCLINIC JUMEIRAH BRANCH,DXB,CLINIC,JUMEIRAH VILLAGE,"JPV-RTL-12, GROUND FLOOR JUMEIRAH PARK",04-3266641,25.0427,55.1596
MEDICLINIC DUBAI HILLS,DXB,CLINIC,SHEIKH MOHAMMAD BIN RASHID ST,FIRST FLOOR,04-3816555,25.1017,55.2414
MEDICLINIC CREEK HARBOUR,DXB,CLINIC,DUBAI CREEK,CREEKSIDE 18 PODIUM,04-2125888,25.2038,55.3444
MEDICOM PH 10 (AL SABA PHAR)(ASTER),DXB,PHARMACY,AL KHAJA REAL ESTATE,NEAR UPTOWN MALL,04-2885995,25.2945,55.445
MEDICOM PH 11 (NEW FLAME PHAR)(ASTER),DXB,PHARMACY,TUWAR STREET,NEARBY EPPCO PETROL PUMP OPPOSITE AL TOWAR CENTRE,04-2611551,25.2689,55.3835
MEDICOM PH 12 (DUBAI CENTURY)(ASTER),DXB,PHARMACY,,BEHIND BIN SOUQAT CENTRE,04-2859110,25.2412,55.3855
MEDICOM PH 13 (HOME PHAR)(ASTER),DXB,PHARMACY,OPP. AL ATTAR SHOPPING MALL,OPP. KARAMA CENTRE,04-3977739,25.2456,55.3025
