SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
1249,DXB,DXB,PHARMACY,ASTER MEDSAVE (MEDSAVE PHARMACY),DHA-F-0047581,MIRDIFF,"NEAR UNION NATIONAL BANK, MIRDIFF",04-2847600,https://www.google.com/maps/search/?api=1&query=NEAR%20UNION%20NATIONAL%20BANK%2C%20MIRDIFF%2C%20Ajman%2C%20UAE,,,
1250,DXB,DXB,PHARMACY,ASTER MEDICOM-10 (AL SABA PHARMACY),DHA-F-0047005,MIRDIFF,"NEAR UP TOWN MALL, MIRDIF, DUBAI",04-2885995,https://www.google.com/maps/search/?api=1&query=NEAR%20UP%20TOWN%20MALL%2C%20MIRDIF%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1251,DXB,DXB,PHARMACY,ASTER JEBEL ALI  PHARMACY,DHA-F-0000123,JEBEL ALI,"NESTO HYPERMARKET, SHOP NO 5, JEBELALI",04 8840237,https://www.google.com/maps/search/?api=1&query=NESTO%20HYPERMARKET%2C%20SHOP%20NO%205%2C%20JEBELALI%2C%20Ajman%2C%20UAE,,,
1252,DXB,DXB,PHARMACY,ASTER PHARMACY 118 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000968,ALNAHDA,"OBS BUILDING,GROUND FLOOR, SHOP NO.2, NEAR TO NMC HOSPITAL, AMMAN ROAD,AL NAHDA",04-2393397,https://www.google.com/maps/search/?api=1&query=OBS%20BUILDING%2CGROUND%20FLOOR%2C%20SHOP%20NO.2%2C%20NEAR%20TO%20NMC%20HOSPITAL%2C%20AMMAN%20ROAD%2CAL%20NAHDA%2C%20Ajman%2C%20UAE,,,
1253,DXB,DXB,PHARMACY,ASTER MEDICOM-9 (AL QEMMA PHARMACY),DHA-F-0046297,QUSAIS,"OPP. AL QUSAIS POLICE STATION, AL QUSAIS, DUBAI",04-2640818,https://www.google.com/maps/search/?api=1&query=OPP.%20AL%20QUSAIS%20POLICE%20STATION%2C%20AL%20QUSAIS%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1254,DXB,DXB,PHARMACY,ASTER MEDICOM-11 (NEW FLAME PHARMACY),DHA-F-0046887,QUSAIS,"OPP. AL TOWAR CENTRE, AL QUSAIS, DUBAI",04-2611551,https://www.google.com/maps/search/?api=1&query=OPP.%20AL%20TOWAR%20CENTRE%2C%20AL%20QUSAIS%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1255,DXB,DXB,PHARMACY,ASTER AL JUMA PHARMACY,DHA-F-0045967,KARAMA,OPP. TO LULU CENTRE - KARAMA,04-3348981,https://www.google.com/maps/search/?api=1&query=OPP.%20TO%20LULU%20CENTRE%20-%20KARAMA%2C%20Ajman%2C%20UAE,,,
1256,DXB,DXB,PHARMACY,ASTER IQRA PHARMACY,DHA-F-0047612,DEIRA,"OPP: AL FUTHAIM MASJID, DEIRA",04 2289164,https://www.google.com/maps/search/?api=1&query=OPP%3A%20AL%20FUTHAIM%20MASJID%2C%20DEIRA%2C%20Ajman%2C%20UAE,,,
1257,DXB,DXB,PHARMACY,ASTER MEDICOM-13(HOME PHARMACY),DHA-F-0046677,BUR DUBAI,"OPPOSTIE :- KARAMA CENTRE, KARAMA, DUBAI",04-3977739,https://www.google.com/maps/search/?api=1&query=OPPOSTIE%20%3A-%20KARAMA%20CENTRE%2C%20KARAMA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1258,DXB,DXB,PHARMACY,ASTER JBR PHARMACY,DHA-F-0000062,JUMEIRAH,"P42, PLAZA LEVEL,SADAF4,THE WALK, JBR",04-4471127,https://www.google.com/maps/search/?api=1&query=P42%2C%20PLAZA%20LEVEL%2CSADAF4%2CTHE%20WALK%2C%20JBR%2C%20Ajman%2C%20UAE,,,
1259,DXB,DXB,PHARMACY,ASTER PHARMACY 205 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001890,JUMEIRAH,"PVE-G-02, PALM VIEWS EAST BUILDING, PALM JUMEIRA",04-4221521,https://www.google.com/maps/search/?api=1&query=PVE-G-02%2C%20PALM%20VIEWS%20EAST%20BUILDING%2C%20PALM%20JUMEIRA%2C%20Ajman%2C%20UAE,,,
1260,DXB,DXB,PHARMACY,ASTER PHARMACY 157(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001896,SAFA,"R-531-A, DAR AL WASL BUILDING, AL WASL ROAD, NEAR SAFA",04-3867820,https://www.google.com/maps/search/?api=1&query=R-531-A%2C%20DAR%20AL%20WASL%20BUILDING%2C%20AL%20WASL%20ROAD%2C%20NEAR%20SAFA%2C%20Ajman%2C%20UAE,,,
1261,DXB,DXB,PHARMACY,ASTER DIP PHARMACY,DHA-F-0000310,DIP,"RAMLA HYPERMARKET, DUBAI INVESTMENT PARK",04-8800996,https://www.google.com/maps/search/?api=1&query=RAMLA%20HYPERMARKET%2C%20DUBAI%20INVESTMENT%20PARK%2C%20Ajman%2C%20UAE,,,
1262,DXB,DXB,PHARMACY,ASTER PHARMACY 137 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001694,INTERNATIONAL CITY,"RETAIL SHOP 6, THE PAVILION MALL, OPP. UNION CO OP, FRANCE CLUSTER, INTERNATIONAL CITY",04-4224515,https://www.google.com/maps/search/?api=1&query=RETAIL%20SHOP%206%2C%20THE%20PAVILION%20MALL%2C%20OPP.%20UNION%20CO%20OP%2C%20FRANCE%20CLUSTER%2C%20INTERNATIONAL%20CITY%2C%20Ajman%2C%20UAE,,,
1263,DXB,DXB,PHARMACY,ASTER PHARMACY 127 ( BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001208,MARINA,"ROYAL OCEANIC-1, S-01,PLOT NO:218, MARSA DUBAI, NEAR LE MERIDIEN, DUBAI MARINA",04-5547096,https://www.google.com/maps/search/?api=1&query=ROYAL%20OCEANIC-1%2C%20S-01%2CPLOT%20NO%3A218%2C%20MARSA%20DUBAI%2C%20NEAR%20LE%20MERIDIEN%2C%20DUBAI%20MARINA%2C%20Ajman%2C%20UAE,,,
1264,DXB,DXB,PHARMACY,ASTER PHARMACY 98,DHA-F-0000462,MUHAISNAH,"SAMEYA KHALIFA MOHAMED AL FUQAEI BUILDING, SHOP NO.8, 24TH STREET. MUHAISINA 2ND, SONAPUR",04-2521711,https://www.google.com/maps/search/?api=1&query=SAMEYA%20KHALIFA%20MOHAMED%20AL%20FUQAEI%20BUILDING%2C%20SHOP%20NO.8%2C%2024TH%20STREET.%20MUHAISINA%202ND%2C%20SONAPUR%2C%20Ajman%2C%20UAE,,,
1265,DXB,DXB,PHARMACY,ASTER PHARMACY 149(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001736,BUR DUBAI,"SHOP 2 & 3, AL WASL BUILDING, BEHIND LULU HYPERMARKET, KARAMA, BURDUBAI",04-3426145,https://www.google.com/maps/search/?api=1&query=SHOP%202%20%26%203%2C%20AL%20WASL%20BUILDING%2C%20BEHIND%20LULU%20HYPERMARKET%2C%20KARAMA%2C%20BURDUBAI%2C%20Ajman%2C%20UAE,,,
1266,DXB,DXB,PHARMACY,ASTER PHARMACY 102  (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001362,QUSAIS,"SHOP 2, SAEED HAMAD MUSLEH JAMHOUR AL AHBABI BUILDING, AL QUSAIS SECOND, AL QUSAIS",04-2610833,https://www.google.com/maps/search/?api=1&query=SHOP%202%2C%20SAEED%20HAMAD%20MUSLEH%20JAMHOUR%20AL%20AHBABI%20BUILDING%2C%20AL%20QUSAIS%20SECOND%2C%20AL%20QUSAIS%2C%20Ajman%2C%20UAE,,,
1267,DXB,DXB,PHARMACY,ASTER PHARMACY 146(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001661,BUR DUBAI,"SHOP 32, SOUK AL KABEER BUILDING, NEAR TO GHUBAIBA BUS STAION, OPP.ETISALAT-SHINDAGHA, NEXT TO ACCESS CLINIC , BURDUBAI",04-3271059,https://www.google.com/maps/search/?api=1&query=SHOP%2032%2C%20SOUK%20AL%20KABEER%20BUILDING%2C%20NEAR%20TO%20GHUBAIBA%20BUS%20STAION%2C%20OPP.ETISALAT-SHINDAGHA%2C%20NEXT%20TO%20ACCESS%20CLINIC%20%2C%20BURDUBAI%2C%20Ajman%2C%20UAE,,,
1268,DXB,DXB,PHARMACY,ASTER PHARMACY 144 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001586,HOR AL ANZ,"SHOP 5 & 6, AL MAALIK BUIDING, AL SHAB, NEAR TO TALAL SUPER MARKET, HOR AL ANZ",04-2212250,https://www.google.com/maps/search/?api=1&query=SHOP%205%20%26%206%2C%20AL%20MAALIK%20BUIDING%2C%20AL%20SHAB%2C%20NEAR%20TO%20TALAL%20SUPER%20MARKET%2C%20HOR%20AL%20ANZ%2C%20Ajman%2C%20UAE,,,
1269,DXB,DXB,PHARMACY,ASTER PHARMACY 5,DHA-F-0000731,INTERNATIONAL CITY,"SHOP NO 02, CBD 29, AL WARSAN 1ST, INTERNATIONAL CITY",04-4473169,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%2002%2C%20CBD%2029%2C%20AL%20WARSAN%201ST%2C%20INTERNATIONAL%20CITY%2C%20Ajman%2C%20UAE,,,
1270,DXB,DXB,PHARMACY,ASTER PHARMACY 135 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001360,INTERNATIONAL CITY,"SHOP NO 04, RUSHIA V 19,INTERNATIONAL CITY",04-4511674,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%2004%2C%20RUSHIA%20V%2019%2CINTERNATIONAL%20CITY%2C%20Ajman%2C%20UAE,,,
1271,DXB,DXB,PHARMACY,ASTER PHARMACY 114 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001062,AL BARSHA,"SHOP NO 12 & 13,ASWAQ MALL, AL BARSHA SOUTH 1, AL BARSHA",04-3851455,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%2012%20%26%2013%2CASWAQ%20MALL%2C%20AL%20BARSHA%20SOUTH%201%2C%20AL%20BARSHA%2C%20Ajman%2C%20UAE,,,
1272,DXB,DXB,PHARMACY,ASTER PHARMACY 131(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0002189,AL BARSHA,"SHOP NO 17, TRIO BUILDING, AL BARSHA FIRST, AL BARSHA DUBAI",04-3475733,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%2017%2C%20TRIO%20BUILDING%2C%20AL%20BARSHA%20FIRST%2C%20AL%20BARSHA%20DUBAI%2C%20Ajman%2C%20UAE,,,
1273,DXB,DXB,PHARMACY,ASTER AL HAYAT PHARMACY(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001928,BUR DUBAI,"SHOP NO 3,EASA SALEH AL GURG BUILDING,NEAR TO AL ADIL SUPER MARKET, ROLLA STREET,BURDUBAI",04-3552633,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%203%2CEASA%20SALEH%20AL%20GURG%20BUILDING%2CNEAR%20TO%20AL%20ADIL%20SUPER%20MARKET%2C%20ROLLA%20STREET%2CBURDUBAI%2C%20Ajman%2C%20UAE,,,
1274,DXB,DXB,PHARMACY,ASTER PHARMACY 142 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001663,QUSAIS,"SHOP NO 4 , AL FATTAN BUILDING ,PLOT NO 233-129, BEHIND SNOW WHITE, AL QUSAIS",04-2205966,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%204%20%2C%20AL%20FATTAN%20BUILDING%20%2CPLOT%20NO%20233-129%2C%20BEHIND%20SNOW%20WHITE%2C%20AL%20QUSAIS%2C%20Ajman%2C%20UAE,,,
1275,DXB,DXB,PHARMACY,ASTER PHARMACY 148(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001813,KARAMA,"SHOP NO 5, JAMAL OMAR BIN HYDER BUILDING, 4B STREET, SHEIKH KHALIFA BIN ZAYED ROAD, KARAMA",04-3404005,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%205%2C%20JAMAL%20OMAR%20BIN%20HYDER%20BUILDING%2C%204B%20STREET%2C%20SHEIKH%20KHALIFA%20BIN%20ZAYED%20ROAD%2C%20KARAMA%2C%20Ajman%2C%20UAE,,,
1276,DXB,DXB,PHARMACY,ASTER PHARMACY 136 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001429,AL QUOZ,"SHOP NO FFA01, AL KHAIL MALL, LATIFAT BIN HAMDAN STREET, INDUSTRIAL AREA 4, ALQOUSE",04-3806940,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%20FFA01%2C%20AL%20KHAIL%20MALL%2C%20LATIFAT%20BIN%20HAMDAN%20STREET%2C%20INDUSTRIAL%20AREA%204%2C%20ALQOUSE%2C%20Ajman%2C%20UAE,,,
1277,DXB,DXB,PHARMACY,ASTER PHARMACY 141 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001685,DUBAI,"SHOP NO SC 021, GROUND FLOOR, DUBAI FESTIVAL CITY MALL",04-2365418,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%20SC%20021%2C%20GROUND%20FLOOR%2C%20DUBAI%20FESTIVAL%20CITY%20MALL%2C%20Ajman%2C%20UAE,,,
1278,DXB,DXB,PHARMACY,ASTER PHARMACY 117 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001016,BUR DUBAI,"SHOP NO. 12, BAIT AL-WALEED, AL-SOUQ AL-KABEER, MANKHOOL,BUR DUBAI, UAE",04-3252882,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%2012%2C%20BAIT%20AL-WALEED%2C%20AL-SOUQ%20AL-KABEER%2C%20MANKHOOL%2CBUR%20DUBAI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1279,DXB,DXB,PHARMACY,NEW ASTER PHARMACY JLT,DHA-F-0000274,JLT,"SHOP NO. G011-B, RED DIAMOND BUILDING JLT",04-3697728,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%20G011-B%2C%20RED%20DIAMOND%20BUILDING%20JLT%2C%20Ajman%2C%20UAE,,,
1280,DXB,DXB,PHARMACY,ASTER DCC PHARMACY LLC,DHA-F-0002365,DUBAI,"SHOP NO. M-020, 1ST FLOOR, DEIRA CITY CENTER, DEIRA, OPPOSITE CARREFOUR HYPERMARKET, DUBAI, UAE",04-2210732,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%20M-020%2C%201ST%20FLOOR%2C%20DEIRA%20CITY%20CENTER%2C%20DEIRA%2C%20OPPOSITE%20CARREFOUR%20HYPERMARKET%2C%20DUBAI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1281,DXB,DXB,PHARMACY,ASTER PHARMACY 119 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001164,JUMEIRAH,"SHOP NO.7,MEADOWS, EMIRATES HILLS 3,ENOC 1086",04-5546797,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.7%2CMEADOWS%2C%20EMIRATES%20HILLS%203%2CENOC%201086%2C%20Ajman%2C%20UAE,,,
1282,DXB,DXB,PHARMACY,ASTER PHARMACY 145(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001662,KARAMA,"SHOP NO: 1, AL WALEED BUILDING. OPP. UNION MEDICAL CENTRE, IRANIAN SCHOOL ROAD, KARAMA",04-3547745,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%3A%201%2C%20AL%20WALEED%20BUILDING.%20OPP.%20UNION%20MEDICAL%20CENTRE%2C%20IRANIAN%20SCHOOL%20ROAD%2C%20KARAMA%2C%20Ajman%2C%20UAE,,,
1283,DXB,DXB,PHARMACY,ASTER PHARMACY 150 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0002267,DUBAI,"SHOP NO: 6, PINNACLE TOWER, MARINA, MARSA, DUBAI",04-3794306,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%3A%206%2C%20PINNACLE%20TOWER%2C%20MARINA%2C%20MARSA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1284,DXB,DXB,PHARMACY,ASTER PHARMACY 123,DHA-F-0001074,DEIRA,"SHOP NO3, AL GHURAIR REAL ESTATE BUILDING, AL MUTEENA STREET, DEIRA, NEAR DUBAI PALM HOTEL",04-2731282,https://www.google.com/maps/search/?api=1&query=SHOP%20NO3%2C%20AL%20GHURAIR%20REAL%20ESTATE%20BUILDING%2C%20AL%20MUTEENA%20STREET%2C%20DEIRA%2C%20NEAR%20DUBAI%20PALM%20HOTEL%2C%20Ajman%2C%20UAE,,,
1285,DXB,DXB,PHARMACY,ASTER PHARMACY 201 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001854,DUBAI,"SHOP NO3, AL MANAL TOWER, NEXT TO CROWN PLAZA HOTEL, SHEIKH ZAYED ROAD",04-3209481,https://www.google.com/maps/search/?api=1&query=SHOP%20NO3%2C%20AL%20MANAL%20TOWER%2C%20NEXT%20TO%20CROWN%20PLAZA%20HOTEL%2C%20SHEIKH%20ZAYED%20ROAD%2C%20Ajman%2C%20UAE,,,
1286,DXB,DXB,PHARMACY,SARA PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0046319,KARAMA,"SPINNEYS, KARAMA",04-3593330,https://www.google.com/maps/search/?api=1&query=SPINNEYS%2C%20KARAMA%2C%20Ajman%2C%20UAE,,,
1287,DXB,DXB,PHARMACY,AL FARDOOS PHARMACY,DHA-F-0047597,INTERNATIONAL CITY,"SUPREME RESIDENCY, INTERNATIONAL CITY",04-4410590,https://www.google.com/maps/search/?api=1&query=SUPREME%20RESIDENCY%2C%20INTERNATIONAL%20CITY%2C%20Ajman%2C%20UAE,,,
1288,DXB,DXB,PHARMACY,ASTER PHARMACY 143(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001865,MOTOR CITY,"THE RIBBON BUILDING 2, AL HEBIAH FIRST , PLOT 94- 0, MOTOR CITY",04-4430474,https://www.google.com/maps/search/?api=1&query=THE%20RIBBON%20BUILDING%202%2C%20AL%20HEBIAH%20FIRST%20%2C%20PLOT%2094-%200%2C%20MOTOR%20CITY%2C%20Ajman%2C%20UAE,,,
1289,DXB,DXB,PHARMACY,ASTER MEDICOM-4(TOWN  PHARMACY),DHA-F-0045955,JUMEIRAH,"TOWN CENTRE, JUMEIRA BEACH ROAD, DUBAI",04-3440077,https://www.google.com/maps/search/?api=1&query=TOWN%20CENTRE%2C%20JUMEIRA%20BEACH%20ROAD%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1290,DXB,DXB,PHARMACY,ASTER MEDICOM-1 (AL JAMEYA PHARMACY),DHA-F-0045760,AL TWAR 1,"UNION COOPERATIVE SOCIETY, AL TWAR 1, DUBAI",04-2633677,https://www.google.com/maps/search/?api=1&query=UNION%20COOPERATIVE%20SOCIETY%2C%20AL%20TWAR%201%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1291,DXB,DXB,PHARMACY,AWEER SOCIETY PHARMACY (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0046629,AWEER,"UNION COP, NEAR FRUIT & VEG MARKET",04-3201900,https://www.google.com/maps/search/?api=1&query=UNION%20COP%2C%20NEAR%20FRUIT%20%26%20VEG%20MARKET%2C%20Ajman%2C%20UAE,,,
1292,DXB,DXB,PHARMACY,UPTOWN PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0047099,AL MANARA,"J3 MALL, 1ST FLOOR, AL WASL ROAD, AL MANARA, DUBAI, UAE",04-3392762,https://www.google.com/maps/search/?api=1&query=J3%20MALL%2C%201ST%20FLOOR%2C%20AL%20WASL%20ROAD%2C%20AL%20MANARA%2C%20DUBAI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1293,DXB,DXB,PHARMACY,DORRA PHARMACY (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0046254,JUMEIRAH,"VILLA 351, BEACH PARK,NEAR MEDCARE CHILD CLINIC, JUMEIRA",04-3478481,https://www.google.com/maps/search/?api=1&query=VILLA%20351%2C%20BEACH%20PARK%2CNEAR%20MEDCARE%20CHILD%20CLINIC%2C%20JUMEIRA%2C%20Ajman%2C%20UAE,,,
1294,DXB,DXB,PHARMACY,ASTER MEDSHOP GARDENS (MEDSHOP GARDENS PHARMACY),DHA-F-0047690,GARDENS,"ZEN CLUSTER, DISCOVERY GARDENS",04-4329596,https://www.google.com/maps/search/?api=1&query=ZEN%20CLUSTER%2C%20DISCOVERY%20GARDENS%2C%20Ajman%2C%20UAE,,,
1295,DXB,DXB,PHARMACY,ASTER PHARMACY 155 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0002484,AL RIGGA,"GROUND FLOOR, BUSINESS CENTRE, IBIS HOTEL, AL RIGGA, DEIRA, DUBAI",04-2280204,https://www.google.com/maps/search/?api=1&query=GROUND%20FLOOR%2C%20BUSINESS%20CENTRE%2C%20IBIS%20HOTEL%2C%20AL%20RIGGA%2C%20DEIRA%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1296,DXB,DXB,PHARMACY,ASTER PHARMACY 156 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0002561,DUBAI,"SHOP NO. 6, SAPPHIRE MALL, DUBAI INDUSTRIAL CITY, NEAR TO AL MAKTOUM INTERNATIONAL AIRPORT, DUBAI",04-5877191,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%206%2C%20SAPPHIRE%20MALL%2C%20DUBAI%20INDUSTRIAL%20CITY%2C%20NEAR%20TO%20AL%20MAKTOUM%20INTERNATIONAL%20AIRPORT%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1297,DXB,DXB,PHARMACY,NICE LIFE PHARMACY (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000514,JUMEIRAH,"GROUND FLOOR, SHOP NO: AG 12, AL HUDAIBA AWARDS BUILDING, BLOCK A, 2ND DECEMBER INTERCHANGE, JUMEIRA",04-3092900,https://www.google.com/maps/search/?api=1&query=GROUND%20FLOOR%2C%20SHOP%20NO%3A%20AG%2012%2C%20AL%20HUDAIBA%20AWARDS%20BUILDING%2C%20BLOCK%20A%2C%202ND%20DECEMBER%20INTERCHANGE%2C%20JUMEIRA%2C%20Ajman%2C%20UAE,,,
1298,DXB,DXB,PHARMACY,ASTER MEDICAL CENTER PHARMACY AL MUHAISNA BR OF DM HEALTHCARE LLC,DHA-F-1521672,MUHAISNAH,"SHOP NO1, ZARAA RESIDENCE 1, MUHAISNAH 4, LULU VILLAGE, BEHIND ST.MARY'S CATHOLIC HIGH SCHOOL, DUBAI",04-5479070,https://www.google.com/maps/search/?api=1&query=SHOP%20NO1%2C%20ZARAA%20RESIDENCE%201%2C%20MUHAISNAH%204%2C%20LULU%20VILLAGE%2C%20BEHIND%20ST.MARY%27S%20CATHOLIC%20HIGH%20SCHOOL%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1299,DXB,DXB,PHARMACY,ASTER PHARMACY 206 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-3750450,DUBAI FOUNTAIN,"SHAIKH MOHAMMED BIN RASHID BOULEVARD,DUBAI FOUNTAIN VIEW, NEXT TO ADDRESS FOUNTAIN VIEW HOTEL. SHOP ",04-5475036,https://www.google.com/maps/search/?api=1&query=SHAIKH%20MOHAMMED%20BIN%20RASHID%20BOULEVARD%2CDUBAI%20FOUNTAIN%20VIEW%2C%20NEXT%20TO%20ADDRESS%20FOUNTAIN%20VIEW%20HOTEL.%20SHOP%2C%20Ajman%2C%20UAE,,,
1300,DXB,DXB,PHARMACY,ASTER PHARMACIES GROUP BRANCH EXPO 2020,DHA-F-7571486,EXPO CENTRE,"GF1, SUSTAINABILITY PAVILION, EXPO 2020",04-5477218,https://www.google.com/maps/search/?api=1&query=GF1%2C%20SUSTAINABILITY%20PAVILION%2C%20EXPO%202020%2C%20Ajman%2C%20UAE,,,
1301,DXB,DXB,PHARMACY,ASTER HOSPITAL PHARMACY SONAPUR,DHA-F-0201227,MUHAISNAH,"ALGERIA STREET, MUHAISNAH, SONAPUR",04-4400500,https://www.google.com/maps/search/?api=1&query=ALGERIA%20STREET%2C%20MUHAISNAH%2C%20SONAPUR%2C%20Ajman%2C%20UAE,,,
1302,DXB,DXB,PHARMACY,ASTER PHARMACY 165 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-2755440,DUBAI HILLS,"SWAY RESIDENCES, SHOP NO:RETAIL-3,HADAEQ SHEIKH MOHAMMED BIN RASHID, DUBAI HILLS",04-7187190,https://www.google.com/maps/search/?api=1&query=SWAY%20RESIDENCES%2C%20SHOP%20NO%3ARETAIL-3%2CHADAEQ%20SHEIKH%20MOHAMMED%20BIN%20RASHID%2C%20DUBAI%20HILLS%2C%20Ajman%2C%20UAE,,,
1303,DXB,DXB,PHARMACY,ASTER PHARMACY 162 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-8484963,JUMEIRAH VILLAGE CIRCLE,"SHOP NO:6, MASJID BUILDING, DISTRICT 10, JUMEIRAH VILLAGE CIRCLE, NEXT TO SALEH MOHAMMED BIN LAHEJ MASJID",04-4580678,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%3A6%2C%20MASJID%20BUILDING%2C%20DISTRICT%2010%2C%20JUMEIRAH%20VILLAGE%20CIRCLE%2C%20NEXT%20TO%20SALEH%20MOHAMMED%20BIN%20LAHEJ%20MASJID%2C%20Ajman%2C%20UAE,,,
1304,DXB,DXB,PHARMACY,ASTER PHARMACY 167 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-4374378,THE DUBAI MALL,"SHOP NO-041, SECOND FLOOR, METROLINK BAY, THE DUBAI MALL, SHEIKH MOHAMMED BIN RASHED BOULEVARD,DOWNTOWN, DUBAI",04-3341829,https://www.google.com/maps/search/?api=1&query=SHOP%20NO-041%2C%20SECOND%20FLOOR%2C%20METROLINK%20BAY%2C%20THE%20DUBAI%20MALL%2C%20SHEIKH%20MOHAMMED%20BIN%20RASHED%20BOULEVARD%2CDOWNTOWN%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1305,DXB,DXB,PHARMACY,ASTER PHARMACY 170 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-2899474,AL MERKADH,"SHOP# 6,GROUND FLOOR, BUILDING 1, PHASE 2, SHOBHA HEARTLAND, AL MERKADH, GREENS, DUBAI",04-2588717,https://www.google.com/maps/search/?api=1&query=SHOP%23%206%2CGROUND%20FLOOR%2C%20BUILDING%201%2C%20PHASE%202%2C%20SHOBHA%20HEARTLAND%2C%20AL%20MERKADH%2C%20GREENS%2C%20DUBAI%2C%20Ajman%2C%20UAE,,,
1306,DXB,DXB,PHARMACY,ASTER PHARMACY 173 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0980953,AL SAFA,"SHOP 9, BUILDING NO: 2259186831, UNION COOPERATIVE SOCIETY, AL SAFA, JUMEIRAH THIRD, DUBAI, UAE",04-3325595,https://www.google.com/maps/search/?api=1&query=SHOP%209%2C%20BUILDING%20NO%3A%202259186831%2C%20UNION%20COOPERATIVE%20SOCIETY%2C%20AL%20SAFA%2C%20JUMEIRAH%20THIRD%2C%20DUBAI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1307,DXB,DXB,PHARMACY,ASTER PHARMACY (DUBAL BRANCH),DHA-F-0001167,DUBAL CLINIC,"DUBAI ALUMINIUM COMPANY, DUBAL, NEAR TO DUBAL CLINIC",04-8022684,https://www.google.com/maps/search/?api=1&query=DUBAI%20ALUMINIUM%20COMPANY%2C%20DUBAL%2C%20NEAR%20TO%20DUBAL%20CLINIC%2C%20Ajman%2C%20UAE,,,
