Index,match_method,zavis_id,zavis_name,zavis_url,zavis_city,zavis_category,zavis_address,zavis_phone,zavis_lat,zavis_lon,zavis_email,zavis_maps_url
1243,phone,aster-pharmacy-121-sharjah,Aster Pharmacy 121,https://www.zavis.ai/directory/sharjah/pharmacy/aster-pharmacy-121-sharjah,Sharjah,pharmacy,"Ground Floor, Bawazir Building - opposite to Sahara Centre - Hay Al Nahda - Sharjah - United Arab Emirates",+971 6 554 4504,25.2992976,55.373685,,"https://www.google.com/maps?q=25.2992976,55.373685"
1244,phone,aster-pharmacy-140-sharjah,Aster Pharmacy 140,https://www.zavis.ai/directory/sharjah/pharmacy/aster-pharmacy-140-sharjah,Sharjah,pharmacy,Sultaco Building - King Faisal St - ضاحيةالمجاز - المجاز - الشارقة - United Arab Emirates,+971 6 544 5001,25.3374576,55.3892543,,"https://www.google.com/maps?q=25.3374576,55.3892543"
1245,name,aster-pharmacy-153-sharjah,Aster Pharmacy 153,https://www.zavis.ai/directory/sharjah/pharmacy/aster-pharmacy-153-sharjah,Sharjah,pharmacy,"Mubarak Building, University Road, Muweilah - تجارية مويلح - المنطقة الصناعية - الشارقة - United Arab Emirates",+971 6 524 5341,25.3079547,55.4646946,,"https://www.google.com/maps?q=25.3079547,55.4646946"
1246,,,,,,,,,,,,
1247,,,,,,,,,,,,
1248,,,,,,,,,,,,
1249,,,,,,,,,,,,
1250,name,al-yamama-pharmacy-llc-sharjah,AL Yamama Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-yamama-pharmacy-llc-sharjah,Sharjah,pharmacy,7CXG+F4G - Industrial Areas - Industrial Area - Sharjah - United Arab Emirates,+971 6 534 6004,25.2986869,55.4253136,,"https://www.google.com/maps?q=25.2986869,55.4253136"
1251,phone,al-rahmaniah-pharmacy-llc-sharjah,AL Rahmaniah Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-rahmaniah-pharmacy-llc-sharjah,Sharjah,pharmacy,8C59+2P2 - Third Industrial St - Industrial Areas - Industrial AreaIndustrial Area 6 - Sharjah - United Arab Emirates,+971 6 534 3351,25.3075139,55.419281,,"https://www.google.com/maps?q=25.3075139,55.419281"
1252,phone,al-shifa-al-uropi-pharmacy-llc-sharjah,AL Shifa AL Uropi Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-shifa-al-uropi-pharmacy-llc-sharjah,Sharjah,pharmacy,FDH-993 - Al Nahda St - Hay Al Nahda - Al Qusais Industrial Area - Sharjah - United Arab Emirates,+971 6 539 4609,25.299537,55.3798816,,"https://www.google.com/maps?q=25.299537,55.3798816"
1253,phone,al-shifa-al-khaleeji-medical-centre-sharjah,AL Shifa AL Khaleeji Medical Centre,https://www.zavis.ai/directory/sharjah/clinics/al-shifa-al-khaleeji-medical-centre-sharjah,Sharjah,clinics,Caterpillar Road - Second Industrial St - Industrial Area 2 - Industrial Area - Sharjah - United Arab Emirates,+971 6 532 8558,25.3112169,55.406747,,"https://www.google.com/maps?q=25.3112169,55.406747"
1254,,,,,,,,,,,,
1255,name,al-seyouh-pharmacy-llc-sharjah,AL Seyouh Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-seyouh-pharmacy-llc-sharjah,Sharjah,pharmacy,8CF3+XX7 - Industrial Area 4 - Industrial Area - Sharjah - United Arab Emirates,+971 54 771 7449,25.2739383,55.6198453,,"https://www.google.com/maps?q=25.2739383,55.6198453"
1256,,,,,,,,,,,,
1257,,,,,,,,,,,,
1258,,,,,,,,,,,,
1259,phone,asia-pharmacy-sharjah,Asia Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/asia-pharmacy-sharjah,Sharjah,pharmacy,Sharjah Al Rahah Medical center - Sedana Signal - الصناعيات - المنطقة الصناعية - الشارقة - United Arab Emirates,+971 6 533 5970,25.3175864,55.4009712,,"https://www.google.com/maps?q=25.3175864,55.4009712"
1260,,,,,,,,,,,,
1261,phone,bab-al-qassimiah-pharmacy-llc-sharjah,Bab AL Qassimiah Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/bab-al-qassimiah-pharmacy-llc-sharjah,Sharjah,pharmacy,Al Nad - Hay Al Qasimiah - Sharjah - United Arab Emirates,+971 6 522 1707,25.2932509,55.614566,,"https://www.google.com/maps?q=25.2932509,55.614566"
1262,name,al-afdhal-pharmacy-l-l-c-sharjah,Al Afdhal Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-afdhal-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,"Deira, Nasser Square, Nr Landmark Plaza Hotel - نايف - ديرة - دبي - United Arab Emirates",+971 4 228 3357,,,,
1263,name,dar-al-dawaa-pharmacy-llc-sharjah,Dar AL Dawaa Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/dar-al-dawaa-pharmacy-llc-sharjah,Sharjah,pharmacy,Right medical center building - Bu Shaghara - Hay Al Qasimiah - Sharjah - United Arab Emirates,+971 52 490 6164,25.3323578,55.393876,,"https://www.google.com/maps?q=25.3323578,55.393876"
1264,,,,,,,,,,,,
1265,,,,,,,,,,,,
1266,name,dar-al-neem-pharmacy-l-l-c-sharjah,Dar AL Neem Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/dar-al-neem-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,Al Sharq St - Al Rifaah - Alheera Suburb - Sharjah - United Arab Emirates,+971 52 340 4430,25.3921287,55.4191748,,"https://www.google.com/maps?q=25.3921287,55.4191748"
1267,phone,al-samha-pharmacy-sharjah,AL Samha Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-samha-pharmacy-sharjah,Sharjah,pharmacy,al majarrah corniche street - near radisson blu - Al Majarra - Sharjah - United Arab Emirates,+971 56 646 5225,25.369087,55.3920036,,"https://www.google.com/maps?q=25.369087,55.3920036"
1268,phone,abudhabi-pharmacy-l-l-c-sharjah,Abudhabi Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/abudhabi-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,"Sharjah-Alkhan-Opp.Sharjah Co-Operative,and Near by Nissan Co. - P.O.Box:61077 - ضاحيةالمجاز - المجاز - الشارقة - United Arab Emirates",+971 56 646 5995,25.3340737,55.372051,,"https://www.google.com/maps?q=25.3340737,55.372051"
1269,,,,,,,,,,,,
1270,,,,,,,,,,,,
1271,,,,,,,,,,,,
1272,phone,al-rafeah-pharmacy-llc-sharjah,AL Rafeah Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-rafeah-pharmacy-llc-sharjah,Sharjah,pharmacy,7PHP+V8C - Al Rafea - Sharjah - United Arab Emirates,+971 6 534 1441,25.2796997,55.7357601,,"https://www.google.com/maps?q=25.2796997,55.7357601"
1273,phone,al-maliha-pharmacy-sharjah,AL Maliha Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-maliha-pharmacy-sharjah,Sharjah,pharmacy,Sharjah,+971 6 882 6855,25.2812185,55.8763301,,"https://www.google.com/maps?q=25.2812185,55.8763301"
1274,,,,,,,,,,,,
1275,phone,al-barakah-medical-clinic-sharjah,AL Barakah Medical Clinic,https://www.zavis.ai/directory/sharjah/clinics/al-barakah-medical-clinic-sharjah,Sharjah,clinics,Sharjah - Industrial Areas - Industrial Area - Sharjah - United Arab Emirates,+971 6 543 1763,25.3224653,55.404154,,"https://www.google.com/maps?q=25.3224653,55.404154"
1276,,,,,,,,,,,,
1277,phone,al-ahliah-pharmacy-sharjah,AL Ahliah Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-ahliah-pharmacy-sharjah,Sharjah,pharmacy,Khan Saheb building - 10 Third Industrial St - Industrial Area 10 - Industrial Area - Sharjah - United Arab Emirates,+971 6 531 3698,25.3042675,55.4169155,,"https://www.google.com/maps?q=25.3042675,55.4169155"
1278,phone,al-inaya-al-mutaqadimah-pharmacy-l-l-c-sharjah,AL Inaya AL Mutaqadimah Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-inaya-al-mutaqadimah-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,Al Reem 1 - Muwaileh Commercial - Industrial Area - Sharjah - United Arab Emirates,+971 6 534 5663,,,,
1279,,,,,,,,,,,,
1280,name,al-bedaya-pharmacy-sharjah,Al Bedaya Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-bedaya-pharmacy-sharjah,Sharjah,pharmacy,Al Sajaa - Sharjah - United Arab Emirates,+971 56 126 8677,25.3185751,55.6333909,,"https://www.google.com/maps?q=25.3185751,55.6333909"
1281,,,,,,,,,,,,
1282,,,,,,,,,,,,
1283,,,,,,,,,,,,
1284,phone,al-barashi-pharmacy-llc-sharjah,AL Barashi Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-barashi-pharmacy-llc-sharjah,Sharjah,pharmacy,"Al Bedea Suburb, Barashi Sharjah Cooperative Society - ضاحية البديع - حي براشي - الشارقة - United Arab Emirates",+971 6 524 8828,25.3033164,55.5864319,,"https://www.google.com/maps?q=25.3033164,55.5864319"
1285,name,al-hajis-pharmacy-sharjah,AL Hajis Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-hajis-pharmacy-sharjah,Sharjah,pharmacy,Shop No. 5 - 7 & 8 Wasit St - Al Abar - Halwan - Sharjah - United Arab Emirates,+971 54 245 6202,25.3460923,55.4324891,,"https://www.google.com/maps?q=25.3460923,55.4324891"
1286,,,,,,,,,,,,
1287,name,al-jareena-pharmacy-llc-sharjah,AL Jareena Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-jareena-pharmacy-llc-sharjah,Sharjah,pharmacy,Street 69 - Industrial Areas - Industrial Area - Sharjah - United Arab Emirates,+971 50 881 6875,25.3227045,55.3622354,,"https://www.google.com/maps?q=25.3227045,55.3622354"
1288,,,,,,,,,,,,
1289,,,,,,,,,,,,
1290,,,,,,,,,,,,
1291,,,,,,,,,,,,
1292,,,,,,,,,,,,
1293,,,,,,,,,,,,
1294,phone,abaq-al-nada-pharmacy-sharjah,Abaq AL Nada Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/abaq-al-nada-pharmacy-sharjah,Sharjah,pharmacy,Bu Danig - Hay Al Qasimiah - Sharjah - United Arab Emirates,+971 54 390 5474,25.3421522,55.4032957,,"https://www.google.com/maps?q=25.3421522,55.4032957"
1295,phone,al-seha-al-kubra-pharmacy-llc-sharjah,AL Seha AL Kubra Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-seha-al-kubra-pharmacy-llc-sharjah,Sharjah,pharmacy,Wasit St - Al Shahba - Mughaider Suburb - Sharjah - United Arab Emirates,+971 6 572 1213,25.3384438,55.42787,,"https://www.google.com/maps?q=25.3384438,55.42787"
1296,,,,,,,,,,,,
1297,,,,,,,,,,,,
1298,,,,,,,,,,,,
1299,,,,,,,,,,,,
1300,name,al-matar-pharmacy-llc-sharjah,AL Matar Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/al-matar-pharmacy-llc-sharjah,Sharjah,pharmacy,NEW - تجارية مويلح - المنطقة الصناعية - الشارقة - United Arab Emirates,+971 54 792 8977,,,,
1301,,,,,,,,,,,,
1302,name,dar-al-faraj-pharmacy-l-l-c-sharjah,Dar Al Faraj Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/dar-al-faraj-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,Al Khaleej Al Arabi St - Al Shuwaiheen - Hay Al Gharb - Sharjah - United Arab Emirates,+971 56 588 3994,25.3630852,55.3895749,,"https://www.google.com/maps?q=25.3630852,55.3895749"
1303,,,,,,,,,,,,
1304,,,,,,,,,,,,
1305,phone,golden-star-pharmacy-l-l-c-sharjah,Golden Star Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/golden-star-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,Abi Al Atahia St - Al Ghuwair - Hay Al Gharb - Sharjah - United Arab Emirates,+971 6 558 1633,25.3553921,55.3891613,,"https://www.google.com/maps?q=25.3553921,55.3891613"
1306,phone,family-star-pharmacy-l-l-c-sharjah,Family Star Pharmacy,https://www.zavis.ai/directory/sharjah/pharmacy/family-star-pharmacy-l-l-c-sharjah,Sharjah,pharmacy,"Shop no. 3, Ground Floor - opp. Seven Stars Stationery Nora building - Bu Shaghara - Hay Al Qasimiah - Sharjah - United Arab Emirates",+971 6 537 0703,25.333085,55.3953242,,"https://www.google.com/maps?q=25.333085,55.3953242"
1307,,,,,,,,,,,,
1308,,,,,,,,,,,,
1309,,,,,,,,,,,,
1310,,,,,,,,,,,,
1311,phone,aster-pharmacies-group-llc-uaq-branch-umm-al-quwain,Aster Pharmacies Group,https://www.zavis.ai/directory/umm-al-quwain/pharmacy/aster-pharmacies-group-llc-uaq-branch-umm-al-quwain,Umm Al Quwain,pharmacy,Al Masa-2 - King Faisal Road - Al Muqta - Al Muqta 1 - Emirate of Umm Al Quwain - United Arab Emirates,+971 6 527 5126,25.5019898,55.5501907,,"https://www.google.com/maps?q=25.5019898,55.5501907"
1312,name,al-neem-pharmacy-llc-umm-al-quwain,AL Neem Pharmacy,https://www.zavis.ai/directory/umm-al-quwain/pharmacy/al-neem-pharmacy-llc-umm-al-quwain,Umm Al Quwain,pharmacy,Aesthetica Medica Center Building Salamah 2 - Al Salmah - Al Salamah 2 - Emirate of Umm Al Quwain - United Arab Emirates,+971 50 980 6476,25.5013669,55.5817406,,"https://www.google.com/maps?q=25.5013669,55.5817406"
1313,,,,,,,,,,,,
1314,phone,nmc-royal-medical-center-ltd-branch-al-shahama-abu-dhabi,Nmc Royal Medical Center LTD - Branch AL Shahama,https://www.zavis.ai/directory/abu-dhabi/clinics/nmc-royal-medical-center-ltd-branch-al-shahama-abu-dhabi,Abu Dhabi,clinics,12 Al Sadirat St - Al Shahama - New Shahamah - Abu Dhabi - United Arab Emirates,+971 2 885 9400,24.517073,54.675366,ayman.z@nmc.ae,"https://www.google.com/maps?q=24.517073,54.675366"
1315,,,,,,,,,,,,
1316,,,,,,,,,,,,
1317,phone,n-m-c-royal-hospital-ltd-abu-dhabi,N M C Royal Hospital,https://www.zavis.ai/directory/abu-dhabi/hospitals/n-m-c-royal-hospital-ltd-abu-dhabi,Abu Dhabi,hospitals,16th St - Khalifa City - SE4 - Abu Dhabi - United Arab Emirates,+971 2 554 5555,24.3390346,54.5542492,mohsinpharmacist@gmail.com,"https://www.google.com/maps?q=24.3390346,54.5542492"
1318,,,,,,,,,,,,
1319,phone,oxford-pharmacy-l-l-c-abu-dhabi,Oxford Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/oxford-pharmacy-l-l-c-abu-dhabi,Abu Dhabi,pharmacy,"Al Sharafi Building - SHOP NO -2, GROUND FLOOR Al Rolla Rd - Al Raffa - Dubai - United Arab Emirates",+97124489191,24.44054,54.4124093,kalandar.dilshad@nmc.ae,"https://www.google.com/maps?q=24.44054,54.4124093"
1320,name,zanbaq-al-madina-pharmacy-l-l-c-abu-dhabi,Zanbaq AL Madina Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/zanbaq-al-madina-pharmacy-l-l-c-abu-dhabi,Abu Dhabi,pharmacy,384 Mohammed Bin Khalifa Al Kindi St - Musaffah - Musaffah Industrial - Abu Dhabi - United Arab Emirates,+9712-5504333,24.3459973,54.488957,amith.chandrashekar@nmc.ae,"https://www.google.com/maps?q=24.3459973,54.488957"
1321,phone,alpha-medical-centre-l-l-c-abu-dhabi,Alpha Medical Centre,https://www.zavis.ai/directory/abu-dhabi/clinics/alpha-medical-centre-l-l-c-abu-dhabi,Abu Dhabi,clinics,"Musaffah, Abu Dhabi",+97125558383,24.3694949,54.5168134,mirhussain.ali@nmc.ae,"https://www.google.com/maps?q=24.3694949,54.5168134"
1322,phone,sands-pharmacy-l-l-c-abu-dhabi,Sands Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/sands-pharmacy-l-l-c-abu-dhabi,Abu Dhabi,pharmacy,"Abu Dhabi, Abu Dhabi",+971(971)-2-6425688,24.4803782,54.37263,pf1256@yahoo.com,"https://www.google.com/maps?q=24.4803782,54.37263"
1323,name,lotus-pharmacy-llc-abu-dhabi,Lotus Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/lotus-pharmacy-llc-abu-dhabi,Abu Dhabi,pharmacy,"Ground floor, Prestige Tower 17 - شارع ٧٩ - near Capital Mall - Mohamed Bin Zayed City - ME2 - Abu Dhabi - United Arab Emirates",+971 2 691 1570,24.37504,54.53177,sunil.mathews@nmc.ae,"https://www.google.com/maps?q=24.37504,54.53177"
1324,name,bright-point-pharmacy-llc-abu-dhabi,Bright Point Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/bright-point-pharmacy-llc-abu-dhabi,Abu Dhabi,pharmacy,"Ground Floor, Commercial tower B, Inside Al Jazira Sport and Culture Club - Sultan Bin Zayed The First St. (Muroor road) - آل نهيان - Zone 1 - أبو ظبي - United Arab Emirates",+971 2 555 8825,24.45345,54.39325,sadiq.mansoor@nmc.ae,"https://www.google.com/maps?q=24.45345,54.39325"
1325,phone,apollo-pharmacy-l-l-c-abu-dhabi,Apollo Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/apollo-pharmacy-l-l-c-abu-dhabi,Abu Dhabi,pharmacy,Shop - 4 Hamdan Bin Mohammed St - near LLH hospital - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 2 634 4747,24.4887563,54.3650097,apollopharmacy1026@gmail.com,"https://www.google.com/maps?q=24.4887563,54.3650097"
1326,name,golden-cure-pharmacy-sole-proprietorship-l-l-c-abu-dhabi,Golden Cure Pharmacy,https://www.zavis.ai/directory/abu-dhabi/pharmacy/golden-cure-pharmacy-sole-proprietorship-l-l-c-abu-dhabi,Abu Dhabi,pharmacy,8GHM+88P - Mohamed Bin Zayed City - ME11 - Abu Dhabi - United Arab Emirates,+971 2 000 0000,24.3283332,54.5333382,goldencaremedicalcentre@gmail.com,"https://www.google.com/maps?q=24.3283332,54.5333382"
1327,phone,health-go-medical-center-l-l-c-abu-dhabi,Health GO Medical Center,https://www.zavis.ai/directory/abu-dhabi/clinics/health-go-medical-center-l-l-c-abu-dhabi,Abu Dhabi,clinics,Prince qahar building - 57 Al Fasayil St - Jarn Yafour - Mafraq Industrial Area - Abu Dhabi - United Arab Emirates,+971 2 585 1331,24.2518136,54.6211123,sherifzoghly@gmail.com,"https://www.google.com/maps?q=24.2518136,54.6211123"
1328,,,,,,,,,,,,
1329,phone,advanced-medical-centre-ajman,Advanced Medical Centre,https://www.zavis.ai/directory/ajman/clinics/advanced-medical-centre-ajman,Ajman,clinics,Citymart Bldg - above UAE Exchange - Al Bustan - ليوارة 1 - Ajman - United Arab Emirates,+971 6 745 9969,25.4077466,55.4439208,,"https://www.google.com/maps?q=25.4077466,55.4439208"
1330,phone,emirates-private-medical-center-ajman,Emirates Private Medical Center,https://www.zavis.ai/directory/ajman/clinics/emirates-private-medical-center-ajman,Ajman,clinics,Ajman - Ajman Industrial 2 - Ajman - United Arab Emirates,+971 6 748 6177,25.3789718,55.4721439,,"https://www.google.com/maps?q=25.3789718,55.4721439"
1331,,,,,,,,,,,,
1332,,,,,,,,,,,,
1333,,,,,,,,,,,,
1334,phone,eve-medical-center-ajman,Eve Medical Center,https://www.zavis.ai/directory/ajman/clinics/eve-medical-center-ajman,Ajman,clinics,J1 Building Floor 1 Garden City Al-Jurf Ajman بناية J1 ، طابق 1، جاردن ستي، - الجرف - الحميدية 1 - عجمان - United Arab Emirates,+971 6 749 8042,25.404016,55.507345,,"https://www.google.com/maps?q=25.404016,55.507345"
1335,,,,,,,,,,,,
1336,phone,al-narjes-physiotherapy-center-ajman,AL Narjes Physiotherapy Center,https://www.zavis.ai/directory/ajman/physiotherapy/al-narjes-physiotherapy-center-ajman,Ajman,physiotherapy,Sheikh Rashid bin Humaid road - opposite Ajman One tower - Al Rumailah - Al Rumailah 3 - Ajman - United Arab Emirates,+971 6 741 8880,,,,
1337,,,,,,,,,,,,
1338,,,,,,,,,,,,
1339,,,,,,,,,,,,
1340,phone,albustan-medical-center-ajman,Albustan Medical Center,https://www.zavis.ai/directory/ajman/clinics/albustan-medical-center-ajman,Ajman,clinics,near lucky centre - Al Jerf Industrial 1 - Ajman - United Arab Emirates,+971 6 748 8202,25.4330882,55.5305281,,"https://www.google.com/maps?q=25.4330882,55.5305281"
1341,,,,,,,,,,,,
1342,,,,,,,,,,,,
1343,phone,almadar-medical-center-ajman,Almadar Medical Center,https://www.zavis.ai/directory/ajman/clinics/almadar-medical-center-ajman,Ajman,clinics,Sheikh Khalifa Bin Zayed St - 3 Al Nuaimia - Ajman - United Arab Emirates,+971 6 741 2202,25.3921616,55.4343201,,"https://www.google.com/maps?q=25.3921616,55.4343201"
1344,,,,,,,,,,,,
1345,,,,,,,,,,,,
1346,phone,bynoona-medical-centre-l-l-c-ajman,Bynoona Medical Centre,https://www.zavis.ai/directory/ajman/clinics/bynoona-medical-centre-l-l-c-ajman,Ajman,clinics,17 شارع عدي بن حاتم الطائي - 2 Al Nuaimia - Ajman - United Arab Emirates,+971 6 743 0015,25.3823435,55.4505801,,"https://www.google.com/maps?q=25.3823435,55.4505801"
1347,phone,double-care-medical-center-ajman,Double Care Medical Center,https://www.zavis.ai/directory/ajman/clinics/double-care-medical-center-ajman,Ajman,clinics,Al Shorouq Towers . Block A Unit 101 - النعيمية 1 - عجمان - United Arab Emirates,+971 6 744 8822,25.3896492,55.4685747,,"https://www.google.com/maps?q=25.3896492,55.4685747"
1348,,,,,,,,,,,,
1349,name,al-jurf-medical-center-01-ajman,AL Jurf Medical Center 01,https://www.zavis.ai/directory/ajman/clinics/al-jurf-medical-center-01-ajman,Ajman,clinics,CG55+WV Building، AL JURF - Sheikh Ammar Bin Humaid St - 1الحميدية - Al Hamidiya 1 - Ajman - United Arab Emirates,+971 6 749 9766,25.4097936,55.5096907,,"https://www.google.com/maps?q=25.4097936,55.5096907"
1350,,,,,,,,,,,,
1351,phone,dr-jameela-clinic-ajman,DR. Jameela Clinic,https://www.zavis.ai/directory/ajman/clinics/dr-jameela-clinic-ajman,Ajman,clinics,Ghaza Street - 8 Al Quds St - Al Rumailah - Al Rumailah 1 - Ajman - United Arab Emirates,+971 6 742 3949,25.4056641,55.4400383,,"https://www.google.com/maps?q=25.4056641,55.4400383"
1352,phone,alshamsi-pharmacy-ajman,Alshamsi Pharmacy,https://www.zavis.ai/directory/ajman/pharmacy/alshamsi-pharmacy-ajman,Ajman,pharmacy,Jameela Clinic Building - Shop #1 Al Quds St - Al Nakhil - Al Rumailah 1 - Ajman - United Arab Emirates,+971 6 744 2178,25.405756,55.44008,,"https://www.google.com/maps?q=25.405756,55.44008"
1353,,,,,,,,,,,,
1354,,,,,,,,,,,,
1355,,,,,,,,,,,,
1356,name,al-durra-dental-clinic-ajman,AL Durra Dental Clinic,https://www.zavis.ai/directory/ajman/dental/al-durra-dental-clinic-ajman,Ajman,dental,105 Bldg-A Badr St - Al Bustan - ليوارة 2 - Ajman - United Arab Emirates,+971 50 503 1570,25.4053322,55.4478507,,"https://www.google.com/maps?q=25.4053322,55.4478507"
1357,,,,,,,,,,,,
1358,,,,,,,,,,,,
1359,,,,,,,,,,,,
1360,,,,,,,,,,,,
1361,phone,aster-pharmacy-ajman,Aster Pharmacy,https://www.zavis.ai/directory/ajman/pharmacy/aster-pharmacy-ajman,Ajman,pharmacy,Al Nuaimiyah King Faisal St. Road Behind Al Futtaim Motors and - Splash - النعيمية 2 - عجمان - United Arab Emirates,+971 6 744 4840,25.3945825,55.4279701,,"https://www.google.com/maps?q=25.3945825,55.4279701"
1362,,,,,,,,,,,,
1363,,,,,,,,,,,,
1364,name,aster-pharmacy-159-br-of-aster-pharmacies-group-llc-ajman,Aster Pharmacy 159,https://www.zavis.ai/directory/ajman/pharmacy/aster-pharmacy-159-br-of-aster-pharmacies-group-llc-ajman,Ajman,pharmacy,Ajman - Al Rashidiya 3 - Ajman - United Arab Emirates,+971 6 745 2048,25.3983044,55.432665,,"https://www.google.com/maps?q=25.3983044,55.432665"
1365,,,,,,,,,,,,
1366,,,,,,,,,,,,
1367,,,,,,,,,,,,
1368,,,,,,,,,,,,
1369,phone,advanced-medical-centre-ajman,Advanced Medical Centre,https://www.zavis.ai/directory/ajman/clinics/advanced-medical-centre-ajman,Ajman,clinics,Citymart Bldg - above UAE Exchange - Al Bustan - ليوارة 1 - Ajman - United Arab Emirates,+971 6 745 9969,25.4077466,55.4439208,,"https://www.google.com/maps?q=25.4077466,55.4439208"
1370,phone,al-bustan-pharmacy-ajman,AL Bustan Pharmacy,https://www.zavis.ai/directory/ajman/pharmacy/al-bustan-pharmacy-ajman,Ajman,pharmacy,AL JURF - Showroom no.1 - near by gift mart - Al Jerf Industrial 1 - Ajman - United Arab Emirates,+971 6 744 7969,25.4326477,55.5305665,,"https://www.google.com/maps?q=25.4326477,55.5305665"
1371,,,,,,,,,,,,
1372,,,,,,,,,,,,
1373,,,,,,,,,,,,
1374,,,,,,,,,,,,
1375,phone,almamoora-pharmacy-ajman,Almamoora Pharmacy,https://www.zavis.ai/directory/ajman/pharmacy/almamoora-pharmacy-ajman,Ajman,pharmacy,Sheikh Rashid Bin Humeed St - Al Rashidiya 3 - Ajman - United Arab Emirates,+971 6 742 6383,25.403973,55.4402787,,"https://www.google.com/maps?q=25.403973,55.4402787"
1376,,,,,,,,,,,,
1377,,,,,,,,,,,,
1378,,,,,,,,,,,,
1379,,,,,,,,,,,,
1380,,,,,,,,,,,,
1381,,,,,,,,,,,,
1382,,,,,,,,,,,,
1383,phone,al-noor-medical-center-wll-al-ain,AL Noor Medical Center,https://www.zavis.ai/directory/al-ain/clinics/al-noor-medical-center-wll-al-ain,Al Ain,clinics,"Al Ain, Al Ain",+9713-7662072,24.2199978,55.7739496,bhargav@emirates.net.ae,"https://www.google.com/maps?q=24.2199978,55.7739496"
1384,phone,index-medical-center-l-l-c-al-ain,Index Medical Center,https://www.zavis.ai/directory/al-ain/clinics/index-medical-center-l-l-c-al-ain,Al Ain,clinics,"Al Ain, Al Ain",+971(971)-3-7513939,24.2279716,55.7600309,eye@eye.ae,"https://www.google.com/maps?q=24.2279716,55.7600309"
1385,,,,,,,,,,,,
1386,phone,medlife-medical-centre-l-l-c-al-ain,Medlife Medical Centre,https://www.zavis.ai/directory/al-ain/clinics/medlife-medical-centre-l-l-c-al-ain,Al Ain,clinics,Al Hili - 7Q8C+PCR - Industrial Area - Ndood Jham - Abu Dhabi - United Arab Emirates,+971 3 733 1033,24.2667795,55.7706023,drsaleemd@yahoo.com,"https://www.google.com/maps?q=24.2667795,55.7706023"
1387,phone,al-ain-alahili-medical-centre-al-ain,AL Ain Alahili Medical Centre,https://www.zavis.ai/directory/al-ain/clinics/al-ain-alahili-medical-centre-al-ain,Al Ain,clinics,"Al Ain, Al Ain",+97137559990,24.2251644,55.7568335,alainamc@ahaliagroup.ae,"https://www.google.com/maps?q=24.2251644,55.7568335"
1388,phone,cope-medical-center-sole-proprietorship-l-l-c-al-ain,Cope Medical Center,https://www.zavis.ai/directory/al-ain/clinics/cope-medical-center-sole-proprietorship-l-l-c-al-ain,Al Ain,clinics,Industrial Area - Al Aras - Abu Dhabi - United Arab Emirates,+97137543634,24.1758412,55.7671598,copemedicalcenter@gmail.com,"https://www.google.com/maps?q=24.1758412,55.7671598"
1389,,,,,,,,,,,,
