SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
DHA-F-0045977,DXB,DXB,PHARMACY,AL NASEEM PHARMACY LLC,DHA-F-0045977,AL QUSAIS,"QUSAIS MANZIL AL QUSAIS 1ST – 232, DUBAI",042635277,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0002225,DXB,DXB,PHARMACY,MEDIGREEN PHARMACY LLC (BRANCH),DHA-F-0002225,FIRJ MURAR,"NEXT TO ABEER AL NOOR CLINIC, FIRJ MURAR , DEIRA , DUBAI",04-2542757,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-1289492,DXB,DXB,PHARMACY,FAITH ACACIA PHARMACY LLC,DHA-F-1289492,"SOUFUH, DUBAI","SOUFUH GARDENS, AL SOUFUH, DUBAI UAE",04-5831633,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-6473276,DXB,DXB,PHARMACY,FAITH CAP 1 PHARMACY LLC,DHA-F-6473276,MIZHAR FIRST, TUNIS RD AL MIZHAR FIRST - DUBAI,04-2255121,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-1779115,DXB,DXB,PHARMACY,FAITH EUROPEAN PHARMACY LLC,DHA-F-1779115,JUMEIRA,UM SUQAIM SECOND ROAD ADJACENT - AL THANYA - JUMEIRAH ST - DUBAI,04-238 1881,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-6714425,DXB,DXB,PHARMACY,FAITH JABAL PHARMACY LLC,DHA-F-6714425,JEBEL ALI,"SHOP NUMBER 5 LABOUR CAMP BUILDING. JEBEL ALI INDUSTRIAL AREA FIRST, JEBEL ALI, DUBAI UAE",04-3956479,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045930,DXB,DXB,PHARMACY,AL WOQAYA PHARMACY -PROTECTION PHARMACY,DHA-F-0045930,KARAMA,"SHOP NO 30,31 KARAMA CENTRE,KARAMA",04-3348348,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047796,DXB,DXB,PHARMACY,EXPERTS PHARMACY,DHA-F-0047796,AL KHAIL MALL,"SHOP#10, FROUND FLOOR, ALL KHAIL MALL, LATIFA BINT HAMDAN ST., AL QUOZ",04-3307808,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-7972780,DXB,DXB,PHARMACY,DR ABDULLAS PHARMACY,DHA-F-7972780,AL QUSAIS,"MONA'S RESIDENCE ,OPP TO DUNES HOTEL,AMMAN STREET,ALQUSAIS INDUSTRIAL AREA5",04-2388778,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047039,DXB,DXB,PHARMACY,NEW SMILE PHARMACY,DHA-F-0047039,ALQOUZ,"AWQAF BUILDING NO. 2, GROUND FLOOR, FLAT 1, ALQOUZ II",3381330,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046877,DXB,DXB,PHARMACY,SMILE PHARMACY,DHA-F-0046877,SONAPUR,"AL ABBAR BUILDING, NEAR MANGO HYPERMARKET, GROUND FLOOR, MUHAISINAH II (SONAPUR)",2643567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045757,DXB,DXB,PHARMACY,WEST HILL PHARMACY,DHA-F-0045757,KARAMA,"SHEIKH MOHD BLDG, GROUND FLOOR, KARAMA STREET",04-3377131,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047897,DXB,DXB,PHARMACY,HAFSA PHARMACY,DHA-F-0047897,DISCOVERY GARDENS,"ZEN CLUSTER 3, OPP CHELEA TOWER HOTEL, GROUND FLOOR, FLAT # 8, JEBEL ALI AREA, DISCOVERY GARDEN",04 4377548,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000593,DXB,DXB,PHARMACY,EAST HILL PHARMACY,DHA-F-0000593,DUBAI,"AWQAF BULD, GROUND FLOOR,SHOP NO.2, NEAR PRACO AREA, JEBEL IND- 2, DUBAI",04-8877752,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0002041,DXB,DXB,PHARMACY,HILL LIFE PHARMACY LLC,DHA-F-0002041,KARAMA,"41 A STREET ,KARAMA",04-3232886,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0002224,DXB,DXB,PHARMACY,FIT FOR LIFE PHARMACY LLC,DHA-F-0002224,DIP 1,"GROUND FLOOR 8, RAMLA HYPERMARKET, DUBAI INVESTMENTS PARK 1, DUBAI, UAE",04-8836865,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-7125824,DXB,DXB,PHARMACY,LIFE GUARD PHARMACY L.L.C,DHA-F-7125824,ALQOUZ 3,"SHOP-2,EIFFEL ACCOMMODATION-2,OPP.BELHASA DRIVING SCHOOL,AL QUOZ-3",04-3333785,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001368,DXB,DXB,PHARMACY,CANADIAN SPECIALIST HOSPITAL PHARMACY,DHA-F-0001368,DEIRA,"ABU HAIL , DEIRA-DUBAI UAE",04-7072222,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-3061943,DXB,DXB,PHARMACY,BRITE PHARMACY LLC,DHA-F-3061943,AL NAHDA 2,"AL SUNDOS BUILDING ,GROUND FLOOR, AL NAHDA 2",04-5473734,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0002400,DXB,DXB,PHARMACY,BIO VISTA PHARMACY LLC,DHA-F-0002400,ALNAHDA 2,"SHOP NO:2, SUNDOS AL NAHDA BUILDING, AL NAHDA 2, QUSAIS",04-2552575,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0002052,DXB,DXB,PHARMACY,S A M PHARMACY L.L.C (FORMERLY BLUEBELL INTERNATIONAL PHARMACY LLC),DHA-F-0002052,KARAMA,"CRYSTAL BUSINESS CENTER, SHOP NO. 10, KARAMA, DUBAI",04-3231366,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000964,DXB,DXB,PHARMACY,BELHOUL SPECIALITY HOSPITAL PHARMACY,DHA-F-0000964,AL BARAHA,"BSH BUILDING, NEAR BIG MART SUPERMARKET, AL BARAHA, DUBAI",04-2140638,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047947,DXB,DXB,PHARMACY,BADR AL SAMAA PHARMACY,DHA-F-0047947,BUR DUBAI,"OPP MUSALLA TOWER NEAR AL FAHIDI METRO STATION, BANK STREET, PO BOX.125035",04-3578681,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001014,DXB,DXB,PHARMACY,AXON MEDICA PHARMACY-JEBEL ALI,DHA-F-0001014,JEBEL ALI,"THE GARDENS, GFA 8, GROUND FLOOR, JEBEL ALI",04-4599904,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047689,DXB,DXB,PHARMACY,AXON MEDICA PHARMA LLC-AL RASHIDIYA,DHA-F-0047689,AL RASHIDIYA,"RASHIDIYA CENTRAL MARKET , UNION CO -OPERATIVE BUILDING ,NEXT TO AL RASHIDIYA POLICE STATION , DUBAI",04-2859880,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-2346243,DXB,DXB,PHARMACY,AXON MEDICA PHARMA LLC,DHA-F-2346243,SILICON OASIS,"LYNX APPARTMENT, GROUND FLOOR, HESSA STREET,SILICON OASIS",04-3484992,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047390,DXB,DXB,PHARMACY,MUHAISNA STAR PHARMACY,DHA-F-0047390,AL MUHAISINAH,"MUHAMMED ALI ABDUL TAHMAN BLDG., AL QUSAIS, MUHAISNA 2 PO BOX. 45491",04-264 4034,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001796,DXB,DXB,PHARMACY,PRIMACARE PHARMACY LLC,DHA-F-0001796,DEIRA -BANIYAS SQUARE,"MEZZANINE FLOOR, AL MUSALLA TOWER, BANK STREET, PO BOX 26238, BUR DUBAI, UAE",04-396 6123,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001237,DXB,DXB,PHARMACY,ASTER PHARMACY 128 (BR. OF ASTER PHARMACIES GROUP LLC),DHA-F-0001237,AL BARSHA,"SHOP # 1, NEW ENOC, UMM SEQUIM ST, AL BARSHA, DUBAI, UAE",04-4405945,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001354,DXB,DXB,PHARMACY,ASTER PHARMACY 132 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001354,ABU HAIL,"SHEIKH SUHAIL BUILDING , HOR AL ANZ EAST, PLOT #133-142, ABU HAIL ,DUBAI ,UAE",04-2692835,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0048025,DXB,DXB,PHARMACY,ASTER GRAND AL NAHDA PHARMACY,DHA-F-0048025,ALNAHDA,"AB PLAZA BUILDING, GROUND FLOOR, SHOP NO.8 AL NAHDA , DUBAI",04 2505712,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001087,DXB,DXB,PHARMACY,ASTER PHARMACY 120 (BR OF ASTER PHARMACIES GROUP LLC,DHA-F-0001087,AL WARQA,"ABDUL RAOUF MOHAMMED SALEH ALAVI BUILDING, AL WARQA 1, AL WARQA, NEAR ASWAQ MALL",04-2803995,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045944,DXB,DXB,PHARMACY,ASTER GOLDEN SANDS PHARMACY,DHA-F-0045944,BUR DUBAI,AL AIN CENTRE - BUR DUBAI,04-3511444,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047309,DXB,DXB,PHARMACY,ASTER MEDICINE SHOPPE MICRO(MEDICINE SHOPPE MICRO),DHA-F-0047309,AL BARSHA,AL BARSHA,04-3237939,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046394,DXB,DXB,PHARMACY,ASTER MEDICOM-7 (FLAME PHARMACY),DHA-F-0046394,DUBAI,"AL MIZHAR MALL, AL MIZHAR-I, DUBAI",04-2876804,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0002031,DXB,DXB,PHARMACY,ASTER PHARMACY 204(BR OF ASTER PHARMACIES GROUP LLC,DHA-F-0002031,AL QUSAIS,"AL QUSAIS BUILDING, DAMASCUSS STREET, NEAR GRAND HOTEL, AL QUSAIS",04-2203889,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001659,DXB,DXB,PHARMACY,ASTER HEALTHCARE HYPERMARKET (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001659,BUR DUBAI,"AL RAFFA BUILDING , OPP ASTER HOSPITAL , MANKHOOL ROAD, MANKOOL, BURDUBAI",04-3399523,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-8017367,DXB,DXB,PHARMACY,ASTER PHARMACY 100,DHA-F-8017367,DUBAI,"AL RAZI BUILDING, BUILDING NO 64, D BLOCK, DHCC",04-4343922,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046358,DXB,DXB,PHARMACY,ASTER EHSAN PHARMACY,DHA-F-0046358,DEIRA,"AL SHAAB COLONY, HOR AL ANZ - DEIRA DUBAI",04-2975986,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047767,DXB,DXB,PHARMACY,ASTER ALFA (ALFA PHARMACY),DHA-F-0047767,QUSAIS,"ALFATTAN BUILDING ,QUSAIS",04-2806714,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000891,DXB,DXB,PHARMACY,ASTER PHARMACY101 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000891,QUSAIS,"AQU BUILDING, AL QUSAIS1, SHEIKH COLONY, NEAR TO DAFZA METRO STATION",04-2382342,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0048037,DXB,DXB,PHARMACY,ASTER AVENUE PHARMACY,DHA-F-0048037,BUSSINESS BAY,"ASPECT TOWERS, BAY AVENUE, BUSINESS BAY, DUBAI",04 4357450,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001597,DXB,DXB,PHARMACY,ASTER PHARMACY 147 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001597,AL FAHIDI,"ASTER JUBILEE MEDICAL COMPLEX, KHALEED BIN AL-WALEED STREET, NEAR TO AL FAHIDI METRO STATION, BURDUBAI",04-3254026,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046858,DXB,DXB,PHARMACY,ASTER MEDICOM-12(DUBAI CENTURY PHARMACY),DHA-F-0046858,RASHIDIYA,"BEHIND BIN SOUQAT CENTRE, AL RASHIDIYA, DUBAI",04-2859110,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045774,DXB,DXB,PHARMACY,ASTER ASMA PHARMACY,DHA-F-0045774,DEIRA,BEHIND NAIF POLICE STATION - DEIRA DUBAI,04-2222786,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001819,DXB,DXB,PHARMACY,ASTER PHARMACY 202 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001819,RASHIDIYA,"BIN SOUGAT CENTER, AIRPORT ROAD, AL RASHIDIYA, NEAR METRO STATION",04-2540474,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000886,DXB,DXB,PHARMACY,ASTER PHARMACY105 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000886,AL WARSAN,"BLDG. I - 11, SHOP NO. 02, AL WARSAN FIRST,INTERNATIONAL CITY, MOROCCO CLUSTER",04-2275972,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001664,DXB,DXB,PHARMACY,ASTER PHARMACY 200 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001664,AL QUSAIS,"BUILDING NO :241-487, AL NAHADA SECOND, AL QUSAIS",04-2362839,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000938,DXB,DXB,PHARMACY,ASTER PHARMACY104 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000938,INTERNATIONAL CITY,"BUILDING-L-11, SHOP NO.2, GREECE CLUSTER, INTERNATIONAL CITY,NEAR THOMSUN SUPER MARKET",04-2775973,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000937,DXB,DXB,PHARMACY,ASTER PHARMACY103 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000937,PERSIA,"BUILDING-N04, SHOP NO.S-04, AL WARSAN FIRST, INTERNATIONAL CITY, PERSIA CLUSTER",04-2765802,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047534,DXB,DXB,PHARMACY,ASTER NEW AL SHIFA (NEW AL SHIFA PHARMACY),DHA-F-0047534,INTERNATIONAL CITY,"BUILING NO:20, RUSSIAN CLUSTER,INT'L CITY",04-4227474,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046424,DXB,DXB,PHARMACY,ASTER SHINDAGHA PHARMACY,DHA-F-0046424,BUR DUBAI BUS STATION,CARREFOUR - BUR DUBAI,04-3933889,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0046522,DXB,DXB,PHARMACY,ASTER MEDICOM-8 (CENTURY PHARMACY),DHA-F-0046522,HAMRIYA,"CENTURY MALL, HAMRIYA, DUBAI",04-2965040,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045953,DXB,DXB,PHARMACY,FAISAL PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0045953,UMM SEQUM,"CHOITRAM, UMM SEQUM",04-3485102,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001987,DXB,DXB,PHARMACY,ASTER PHARMACY 158(BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001987,BUSSINESS BAY,"CHURCHIL TOWER, AL AAMAL STREET,BUSINESS BAY",04-2438618,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0001162,DXB,DXB,PHARMACY,ASTER PHARMACY 115 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0001162,DISCOVERY GARDENS,"DISCOVERY PAVILION,STREET 7,DISCOVERY GARDEN",04-5546021,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047377,DXB,DXB,PHARMACY,DRAGON PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0047377,DRAGON MART,"DRAGON MART , BAN 05& 06",04-3687409,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047374,DXB,DXB,PHARMACY,DRAGON MART PHARMACY  (AL SHAFAR GROUP OF PHARMACIES),DHA-F-0047374,AWEER,DRAGON MART MAIN ENTRANCE,04-3687450,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0000909,DXB,DXB,PHARMACY,ASTER PHARMACY 6 (BR OF ASTER PHARMACIES GROUP LLC),DHA-F-0000909,SILICON OASIS,"DUBAI SILICON GATE 1 - BUILDING, FIRST FLOOR, F-S-101A, GATE 1, SILICON OASIS, OPPOSITE CHOITHRAM & BASKIN ROBINS",04-3262600,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0045971,DXB,DXB,PHARMACY,ASTER MEDICOM-5 (EMIRATES CO-OP. PHARMACY),DHA-F-0045971,QUSAIS,"EMIRATES COOPERATIVE SOCIETY, AL TWAR, DUBAI",04-2649929,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
DHA-F-0047173,DXB,DXB,PHARMACY,JABAL ALI GARDENS PHARMACY (BR OF AL SHAFAR PHARMACY GROUP LLC),DHA-F-0047173,IBN BATUTA MALL,"ENOC STATION, BEHIND IBN BATUTA MALL",04-8820808,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
